mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5	0	0	3/4	1	1	1/8		1/8	1		4	76	E5	5	0
1	1	1/2	1/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	1
1	1	1	1	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	2
1	1	2	2	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	3
2	2	3	3	0.5	0	0	3/4	1	1	1/8		1/8	1		5	71	B4	4	4
2	2	7/2	7/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		8	68	G#4	4	5
2	2	4	4	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		4	64	E4	4	6
2	2	5	5	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52	E3	3	7
2	2	5	5	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	7
2	2	5	5	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	7
3	3	6	6	0.5	0	0	3/4	1	1	1/8		1/8	1		6	66	F#4	4	8
3	3	13/2	13/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		8	68	G#4	4	9
3	3	7	7	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52	E3	3	12
3	3	7	7	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	F#3	3	12
3	3	7	7	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	12
3	3	7	7	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	10
3	3	8	8	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		4	52	E3	3	13
3	3	8	8	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		8	56	G#3	3	13
3	3	8	8	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	13
3	3	8	8	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		5	71	B4	4	11
4	4	9	9	1.0	0	0	3/4	2	1	1/4		1/4	1		3	45	A2	2	17
4	4	9	9	0.5	0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	14
4	4	19/2	19/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		-1	77	F5	5	15
4	4	10	10	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		4	52	E3	3	18
4	4	10	10	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	18
4	4	10	10	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		4	76	E5	5	16
4	4	11	11	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	44	Ab2	2	19
5	5	12	12	1.0	0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	24
5	5	12	12	0.5	0	0	3/4	1	1	1/8		1/8	1		1	79	G5	5	20
5	5	25/2	25/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	21
5	5	13	13	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	25
5	5	13	13	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	25
5	5	13	13	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	E4	4	25
5	5	13	13	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	E5	5	22
5	5	14	14	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	26
5	5	14	14	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	E4	4	26
5	5	14	14	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	A4	4	26
5	5	14	14	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	C5	5	23
6	6	15	15	0.5	0	0	3/4	1	1	1/8		1/8	1		2	74	D5	5	27
6	6	31/2	31/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	28
6	6	16	16	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	30
6	6	16	16	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	30
6	6	16	16	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	30
6	6	16	16	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		1	67	G4	4	29
6	6	17	17	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	31
6	6	17	17	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	31
6	6	17	17	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	F4	4	31
7	7	18	18	0.5	0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	32
7	7	37/2	37/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	33
7	7	19	19	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	36
7	7	19	19	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	36
7	7	19	19	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	F4	4	36
7	7	19	19	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		0	72	C5	5	34
7	7	20	20	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	37
7	7	20	20	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	37
7	7	20	20	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	F4	4	37
7	7	20	20	1.0	1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	35
8	8	21	21	1.0	0	0	3/4	2	1	1/4		1/4	1		0	48	C3	3	45
8	8	21	21	0.75	0	0	3/4	1	1	3/16		1/8	3/2		4	76	E5	5	38
8	8	87/4	87/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		6	78	F#5	5	39
8	8	22	22	0.0	1/4	1/4	3/4	1	1	0	grace16after	1/16	1		6	78	F#5	5	40
8	8	22	22	0.0	1/4	1/4	3/4	1	1	0	grace16after	1/16	1		4	76	E5	5	41
8	8	22	22	0.0	1/4	1/4	3/4	1	1	0	grace16	1/16	1		4	76	E5	5	42
8	8	22	22	0.0	1/4	1/4	3/4	1	1	0	grace16	1/16	1		6	78	F#5	5	43
8	8	22	22	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	F#3	3	46
8	8	22	22	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		10	58	A#3	3	46
8	8	22	22	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	E4	4	46
8	8	22	22	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		6	78	F#5	5	44
8	8	23	23	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		0	48	C3	3	47
9	9	24	24	1.0	0	0	3/4	2	1	1/4		1/4	1		5	47	B2	2	53
9	9	24	24	0.5	0	0	3/4	1	1	1/8		1/8	1		8	80	G#5	5	48
9	9	49/2	49/2	0.5	1/8	1/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	49
9	9	25	25	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56	G#3	3	54
9	9	25	25	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	54
9	9	25	25	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	E4	4	54
9	9	25	25	1.0	1/4	1/4	3/4	1	1	1/4		1/4	1		8	80	G#5	5	50
9	9	26	26	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	55
9	9	26	26	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	55
9	9	26	26	1.0	1/2	1/2	3/4	2	1	1/4		1/4	1		9	63	D#4	4	55
9	9	26	26	0.5	1/2	1/2	3/4	1	1	1/8		1/8	1		6	78	F#5	5	51
9	9	53/2	53/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		8	80	G#5	5	52
10	10	27	27	1.0	0	0	3/4	2	1	1/4		1/4	1		4	52	E3	3	59
10	10	27	27	0.5	0	0	3/4	1	1	1/8		1/8	1		4	76	E5	5	56
10	10	111/4	111/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	57
10	10	28	28	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		8	56	G#3	3	60
10	10	28	28	1.0	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	60
