mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1		0	60	C4	4	0
1	0	0	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1		4	64	E4	4	0
1	0	0	0	1.0	0	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	0
2	1	1	1	1.0	0	0	3/4	1	1	1/4		1/4	1		0	60	C4	4	1
2	1	1	1	1.0	0	0	3/4	1	1	1/4		1/4	1		4	64	E4	4	1
2	1	1	1	1.0	0	0	3/4	1	1	1/4		1/4	1		3	69	A4	4	1
2	1	2	2	1.5	1/4	1/4	3/4	2	1	3/8		1/4	3/2		4	52	E3	3	4
2	1	2	2	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		5	59	B3	3	2
2	1	2	2	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		4	64	E4	4	2
2	1	2	2	1.5	1/4	1/4	3/4	1	1	3/8		1/4	3/2		8	68	G#4	4	2
2	1	7/2	7/2	0.5	5/8	5/8	3/4	2	1	1/8		1/8	1		4	52	E3	3	5
2	1	7/2	7/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		3	57	A3	3	3
2	1	7/2	7/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	3
2	1	7/2	7/2	0.5	5/8	5/8	3/4	1	1	1/8		1/8	1		6	66	F#4	4	3
3	2	4	4	0.75	0	0	3/4	2	1	3/16		1/8	3/2		4	52	E3	3	9
3	2	4	4	0.75	0	0	3/4	1	1	3/16		1/8	3/2		5	59	B3	3	6
3	2	4	4	0.75	0	0	3/4	1	1	3/16		1/8	3/2		4	64	E4	4	6
3	2	4	4	0.75	0	0	3/4	1	1	3/16		1/8	3/2		8	68	G#4	4	6
3	2	19/4	19/4	0.25	3/16	3/16	3/4	2	1	1/16		1/16	1		3	45	A2	2	10
3	2	19/4	19/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		0	60	C4	4	7
3	2	19/4	19/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	7
3	2	19/4	19/4	0.25	3/16	3/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	7
3	2	5	5	2.0	1/4	1/4	3/4	2	1	1/2		1/2	1		4	52	E3	3	11
3	2	5	5	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		4	64	E4	4	8
3	2	5	5	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		8	68	G#4	4	8
3	2	5	5	2.0	1/4	1/4	3/4	1	1	1/2		1/2	1		0	72	C5	5	8
4	3	7	7	0.75	0	0	3/4	2	1	3/16		1/8	3/2		4	40	E2	2	18
4	3	7	7	0.75	0	0	3/4	1	1	3/16		1/8	3/2		2	62	D4	4	12
4	3	7	7	0.75	0	0	3/4	1	1	3/16		1/8	3/2		4	64	E4	4	12
