mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	0.5		0	5/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	0
2	1	1/2	1/2	1.0		0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	7
2	1	1/2	1/2	1.0		0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	7
2	1	1/2	1/2	0.5		0	0	3/4	1	1	1/8		1/8	1		2	62	D4	4	1
2	1	5/4	5/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	2
2	1	3/2	3/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	8
2	1	3/2	3/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	8
2	1	3/2	3/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	8
2	1	3/2	3/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	8
2	1	3/2	3/2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		6	66	F#4	4	3
2	1	2	2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		1	67	G4	4	4
2	1	5/2	5/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	9
2	1	5/2	5/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	9
2	1	5/2	5/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	9
2	1	5/2	5/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	9
2	1	5/2	5/2	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	5
2	1	3	3	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	6
3	2	7/2	7/2	1.0		0	0	3/4	2	1	1/4		1/4	1		2	50	D3	3	15
3	2	7/2	7/2	1.0		0	0	3/4	2	1	1/4		1/4	1		6	54	F#3	3	15
3	2	7/2	7/2	1.0		0	0	3/4	2	1	1/4		1/4	1		0	60	C4	4	15
3	2	7/2	7/2	1.0		0	0	3/4	2	1	1/4		1/4	1		2	62	D4	4	15
3	2	7/2	7/2	1.0		0	0	3/4	1	1	1/4		1/4	1		0	72	C5	5	10
3	2	9/2	9/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	16
3	2	9/2	9/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	16
3	2	9/2	9/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	16
3	2	9/2	9/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	16
3	2	9/2	9/2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		5	71	B4	4	11
3	2	21/4	21/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		1	67	G4	4	12
3	2	11/2	11/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	17
3	2	11/2	11/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	17
3	2	11/2	11/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	17
3	2	11/2	11/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	17
3	2	11/2	11/2	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		5	71	B4	4	13
3	2	6	6	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	14
4	3	13/2	13/2	1.0		0	0	3/4	2	1	1/4		1/4	1		2	38	D2	2	23
4	3	13/2	13/2	1.0		0	0	3/4	2	1	1/4		1/4	1		2	50	D3	3	23
4	3	13/2	13/2	1.0		0	0	3/4	1	1	1/4		1/4	1		4	76	E5	5	18
4	3	15/2	15/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		6	54	F#3	3	24
4	3	15/2	15/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	24
4	3	15/2	15/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	24
4	3	15/2	15/2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		2	74	D5	5	19
4	3	33/4	33/4	0.25		7/16	7/16	3/4	1	1	1/16		1/16	1		3	69	A4	4	20
4	3	17/2	17/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	25
4	3	17/2	17/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	25
4	3	17/2	17/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	25
4	3	17/2	17/2	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		0	72	C5	5	21
4	3	9	9	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		6	66	F#4	4	22
5	4	19/2	19/2	1.0		0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	31
5	4	19/2	19/2	1.0		0	0	3/4	2	1	1/4		1/4	1		1	55	G3	3	31
5	4	19/2	19/2	0.5		0	0	3/4	1	1	1/8		1/8	1		1	67	G4	4	26
5	4	41/4	41/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		5	71	B4	4	27
5	4	21/2	21/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	32
5	4	21/2	21/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		10	58	A#3	3	32
5	4	21/2	21/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		7	61	C#4	4	32
5	4	21/2	21/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	E4	4	32
5	4	21/2	21/2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		7	73	C#5	5	28
5	4	11	11	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		4	76	E5	5	29
5	4	23/2	23/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	33
5	4	23/2	23/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	33
5	4	23/2	23/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	33
5	4	23/2	23/2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		2	74	D5	5	30
6	5	25/2	25/2	1.0		0	0	3/4	2	1	1/4		1/4	1		1	43	G2	2	40
6	5	25/2	25/2	0.5		0	0	3/4	1	1	1/8		1/8	1		2	62	D4	4	34
6	5	53/4	53/4	0.25		3/16	3/16	3/4	1	1	1/16		1/16	1		4	64	E4	4	35
6	5	27/2	27/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	50	D3	3	41
6	5	27/2	27/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	G3	3	41
6	5	27/2	27/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	B3	3	41
6	5	27/2	27/2	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	41
6	5	27/2	27/2	0.5		1/4	1/4	3/4	1	1	1/8		1/8	1		6	66	F#4	4	36
6	5	14	14	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		1	67	G4	4	37
6	5	29/2	29/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	50	D3	3	42
6	5	29/2	29/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	G3	3	42
6	5	29/2	29/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		5	59	B3	3	42
6	5	29/2	29/2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	42
6	5	29/2	29/2	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	38
6	5	15	15	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		5	71	B4	4	39
7	6	31/2	31/2	1.0		0	0	3/4	2	1	1/4		1/4	1		2	50	D3	3	48
