mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	0.5		0	0	3/4	2	1	1/8		1/8	1		0	36	C2	2	4
1	1	0	0	0.5		0	0	3/4	2	1	1/8		1/8	1		0	48	C3	3	4
1	1	0	0	0.5		0	0	3/4	1	1	1/8		1/8	1		1	55	G3	3	0
1	1	0	0	0.5		0	0	3/4	1	1	1/8		1/8	1		0	60	C4	4	0
1	1	0	0	0.5		0	0	3/4	1	1	1/8		1/8	1		4	64	E4	4	0
1	1	1/2	1/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	36	C2	2	5
1	1	1/2	1/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	5
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	1
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	1
1	1	1/2	1/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	1
1	1	1	1	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	36	C2	2	6
1	1	1	1	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	48	C3	3	6
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	55	G3	3	2
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	E4	4	2
1	1	1	1	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	G4	4	2
1	1	2	2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	36	C2	2	7
1	1	2	2	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	48	C3	3	7
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	G3	3	3
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	3
1	1	2	2	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	3
2	2	3	3	0.5		0	0	3/4	2	1	1/8		1/8	1		0	36	C2	2	12
2	2	3	3	0.5		0	0	3/4	2	1	1/8		1/8	1		0	48	C3	3	12
2	2	3	3	0.5		0	0	3/4	1	1	1/8		1/8	1		1	55	G3	3	8
2	2	3	3	0.5		0	0	3/4	1	1	1/8		1/8	1		4	64	E4	4	8
2	2	3	3	0.5		0	0	3/4	1	1	1/8		1/8	1		1	67	G4	4	8
2	2	7/2	7/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	36	C2	2	13
2	2	7/2	7/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	13
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	9
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	9
2	2	7/2	7/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	9
2	2	4	4	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	36	C2	2	14
2	2	4	4	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	48	C3	3	14
2	2	4	4	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	55	G3	3	10
2	2	4	4	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		0	60	C4	4	10
2	2	5	5	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	36	C2	2	15
2	2	5	5	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	48	C3	3	15
2	2	5	5	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	55	G3	3	11
2	2	5	5	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		2	62	D4	4	11
3	3	6	6	0.5		0	0	3/4	2	1	1/8		1/8	1		0	36	C2	2	20
3	3	6	6	0.5		0	0	3/4	2	1	1/8		1/8	1		0	48	C3	3	20
3	3	6	6	0.5		0	0	3/4	1	1	1/8		1/8	1		1	55	G3	3	16
3	3	6	6	0.5		0	0	3/4	1	1	1/8		1/8	1		0	60	C4	4	16
3	3	6	6	0.5		0	0	3/4	1	1	1/8		1/8	1		4	64	E4	4	16
3	3	13/2	13/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	36	C2	2	21
3	3	13/2	13/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	21
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	17
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		2	62	D4	4	17
3	3	13/2	13/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		-1	65	F4	4	17
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	36	C2	2	22
3	3	7	7	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	48	C3	3	22
3	3	7	7	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	55	G3	3	18
3	3	7	7	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	E4	4	18
3	3	7	7	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	G4	4	18
3	3	8	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	41	F2	2	23
3	3	8	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	48	C3	3	23
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		3	57	A3	3	19
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		0	60	C4	4	19
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	19
3	3	8	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	A4	4	19
4	4	9	9	0.5		0	0	3/4	2	1	1/8		1/8	1		0	36	C2	2	29
4	4	9	9	0.5		0	0	3/4	2	1	1/8		1/8	1		0	48	C3	3	29
4	4	9	9	0.5		0	0	3/4	1	1	1/8		1/8	1		1	55	G3	3	24
4	4	9	9	0.5		0	0	3/4	1	1	1/8		1/8	1		0	60	C4	4	24
4	4	9	9	0.5		0	0	3/4	1	1	1/8		1/8	1		4	64	E4	4	24
4	4	9	9	0.5		0	0	3/4	1	1	1/8		1/8	1		1	67	G4	4	24
4	4	19/2	19/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	36	C2	2	30
4	4	19/2	19/2	0.5		1/8	1/8	3/4	2	1	1/8		1/8	1		0	48	C3	3	30
4	4	19/2	19/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		1	55	G3	3	25
4	4	19/2	19/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		0	60	C4	4	25
4	4	19/2	19/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		4	64	E4	4	25
4	4	10	10	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	36	C2	2	31
4	4	10	10	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	48	C3	3	31
4	4	10	10	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		1	55	G3	3	26
4	4	10	10	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	E4	4	26
