mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	3.0		0	0	3/4	2	1	3/4		1/2	3/2		-1	53	F3	3	1
1	1	0	3.0		0	0	3/4	1	1	3/4		1/2	3/2		-1	65	F4	4	0
2	2	3	1.0		0	0	3/4	2	1	1/4		1/4	1		-1	53	F3	3	4
2	2	3	1.0		0	0	3/4	1	1	1/4		1/4	1		-1	65	F4	4	2
2	2	4	2.0		1/4	1/4	3/4	2	1	1/2		1/2	1		-1	53	F3	3	5
2	2	4	2.0		1/4	1/4	3/4	1	1	1/2		1/2	1		-1	65	F4	4	3
3	3	6	2.0		0	0	3/4	2	1	1/2		1/2	1		-1	53	F3	3	8
3	3	6	2.0		0	0	3/4	1	1	1/2		1/2	1		-1	65	F4	4	6
3	3	8	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	9
3	3	8	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	7
4	4	9	1.0		0	0	3/4	2	1	1/4		1/4	1		-1	53	F3	3	13
4	4	9	1.0		0	0	3/4	1	1	1/4		1/4	1		-1	65	F4	4	10
4	4	10	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	14
4	4	10	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-1	65	F4	4	11
4	4	11	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	15
4	4	11	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	F4	4	12
5	5	12	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	19
5	5	12	2.0		0	0	3/4	1	1	1/2		1/2	1		-1	65	F4	4	16
5	5	13	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	20
5	5	13	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	20
5	5	13	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	20
5	5	14	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	21
5	5	14	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	21
5	5	14	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	21
5	5	14	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	17
5	5	29/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	18
6	6	15	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	27
6	6	15	0.3333333333333333		0	0	3/4	1	1	1/12		1/8	2/3		2	74	D5	5	22
6	6	46/3	0.3333333333333333		1/12	1/12	3/4	1	1	1/12		1/8	2/3		0	72	C5	5	23
6	6	47/3	0.3333333333333333		1/6	1/6	3/4	1	1	1/12		1/8	2/3		-2	70	Bb4	4	24
6	6	16	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	28
6	6	16	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	28
6	6	16	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	28
6	6	16	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-1	65	F4	4	25
6	6	17	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	29
6	6	17	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	29
6	6	17	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		2	62	D4	4	26
7	7	18	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	33
7	7	18	2.0		0	0	3/4	1	1	1/2		1/2	1		-1	65	F4	4	30
7	7	19	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	34
7	7	19	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	34
7	7	19	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	34
7	7	20	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	35
7	7	20	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	35
7	7	20	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	35
7	7	20	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	31
7	7	41/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	32
8	8	21	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	41
8	8	21	0.3333333333333333		0	0	3/4	1	1	1/12		1/8	2/3		2	74	D5	5	36
8	8	64/3	0.3333333333333333		1/12	1/12	3/4	1	1	1/12		1/8	2/3		0	72	C5	5	37
8	8	65/3	0.3333333333333333		1/6	1/6	3/4	1	1	1/12		1/8	2/3		-2	70	Bb4	4	38
8	8	22	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	42
8	8	22	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	42
8	8	22	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	42
8	8	22	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	39
8	8	23	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	43
8	8	23	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	43
8	8	23	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	43
8	8	23	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	G5	5	40
9	9	24	1.0		0	0	3/4	2	1	1/4		1/4	1		-1	41	F2	2	48
9	9	24	1.5		0	0	3/4	1	1	3/8		1/4	3/2		-1	77	F5	5	44
9	9	25	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	49
9	9	25	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	49
9	9	25	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	49
9	9	51/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	45
9	9	26	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	50
9	9	26	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	50
9	9	26	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	50
9	9	26	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	46
9	9	107/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	47
10	10	27	1.0		0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	56
10	10	27	0.3333333333333333		0	0	3/4	1	1	1/12		1/8	2/3		-2	70	Bb4	4	51
10	10	82/3	0.3333333333333333		1/12	1/12	3/4	1	1	1/12		1/8	2/3		0	72	C5	5	52
10	10	83/3	0.3333333333333333		1/6	1/6	3/4	1	1	1/12		1/8	2/3		2	74	D5	5	53
10	10	28	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	57
10	10	28	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	57
10	10	28	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	57
10	10	28	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	54
10	10	29	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	58
10	10	29	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	Bb3	3	58
10	10	29	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		2	62	D4	4	58
10	10	29	1.0		1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	G5	5	55
11	11	30	1.0		0	0	3/4	2	1	1/4		1/4	1		-1	41	F2	2	63
11	11	30	1.5		0	0	3/4	1	1	3/8		1/4	3/2		-1	77	F5	5	59
11	11	31	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	64
11	11	31	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		3	57	A3	3	64
11	11	31	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	64
11	11	63/2	0.5		3/8	3/8	3/4	1	1	1/8		1/8	1		0	72	C5	5	60
11	11	32	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	65
11	11	32	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		3	57	A3	3	65
11	11	32	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-3	63	Eb4	4	65
11	11	32	0.75		1/2	1/2	3/4	1	1	3/16		1/8	3/2		2	74	D5	5	61
11	11	131/4	0.25		11/16	11/16	3/4	1	1	1/16		1/16	1		-1	65	F4	4	62
12	12		1.0	1	0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	68
12	12		1.0	1	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	66
12	12		1.0	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	69
12	12		1.0	1	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	69
12	12		1.0	1	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	69
12	12		1.0	1	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	67
12	12		1.0	1	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	67
12	12		1.0	1	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	82	Bb5	5	67
13	12		1.0	1	0	0	3/4	1	1	1/4		1/4	1		-1	65	F4	4	70
14	12	33	1.0	2	0	0	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	75
14	12	33	1.0	2	0	0	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	71
14	12	34	1.0	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-2	46	Bb2	2	76
14	12	34	1.0	2	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	76
14	12	34	1.0	2	1/4	1/4	3/4	2	1	1/4		1/4	1		2	62	D4	4	76
14	12	34	1.0	2	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	Bb4	4	72
14	12	34	1.0	2	1/4	1/4	3/4	1	1	1/4		1/4	1		2	74	D5	5	72
14	12	34	1.0	2	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	82	Bb5	5	72
14	12	35	0.5	2	1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	73
14	12	71/2	0.5	2	5/8	5/8	3/4	1	1	1/8		1/8	1		-2	70	Bb4	4	74
15	13	36	1.0		0	0	3/4	2	1	1/4		1/4	1		-1	41	F2	2	82
15	13	36	0.5		0	0	3/4	1	1	1/8		1/8	1		3	69	A4	4	77
15	13	36	0.5		0	0	3/4	1	1	1/8		1/8	1		0	72	C5	5	77
15	13	73/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	78
15	13	73/2	0.5		1/8	1/8	3/4	1	1	1/8		1/8	1		2	74	D5	5	78
15	13	37	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		-1	53	F3	3	83
15	13	37	1.0		1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	C4	4	83
15	13	37	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		3	69	A4	4	79
15	13	37	1.0		1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	E5	5	79
15	13	38	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		-1	53	F3	3	84
15	13	38	1.0		1/2	1/2	3/4	2	1	1/4		1/4	1		0	60	C4	4	84
15	13	38	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		3	69	A4	4	80
15	13	38	0.5		1/2	1/2	3/4	1	1	1/8		1/8	1		-1	77	F5	5	80
15	13	77/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		3	69	A4	4	81
15	13	77/2	0.5		5/8	5/8	3/4	1	1	1/8		1/8	1		1	79	G5	5	81
