mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin
5	4	12	12	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	32										2	2	
6	5	13	13	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	33		articStaccatoBelow										
6	5	55/4	55/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	34												
6	5	14	14	0.0		1/4	1/4	Spanner	3/4	1	1	0																4
6	5	14	14	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	35												4
6	5	43/3	43/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	36												4
6	5	44/3	44/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	37												4
6	5	15	15	0.0		1/2	1/2	Spanner	3/4	1	1	0																
6	5	15	15	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	38									3			
6	5	31/2	31/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	39									3			
6	5	13	13	0.0		0	0	Spanner	3/4	2	1	0																
6	5	13	13	0.0		0	0	Spanner	3/4	2	1	0														3	3	
6	5	13	13	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	40										3	3	
6	5	14	14	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	41										3	3	
7	6	16	16	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	42		articStaccatoBelow										
7	6	67/4	67/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	43									4			
7	6	17	17	0.0		1/4	1/4	Dynamic	3/4	1	1	0					fz											
7	6	17	17	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	44		articAccentAbove										
7	6	37/2	37/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	45									5			
7	6	16	16	0.0		0	0	Spanner	3/4	2	1	0																
7	6	16	16	0.0		0	0	Spanner	3/4	2	1	0														4	4	
7	6	16	16	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	46		articStaccatoBelow								4	4	
7	6	17	17	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	47										4	4	
8	7	19	19	0.0		0	0	Dynamic	3/4	1	1	0					p								5			
8	7	19	19	0.0		0	0	Spanner	3/4	1	1	0													5			5
8	7	19	19	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	48									5			5
8	7	79/4	79/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	49									5			5
8	7	20	20	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	50									5			5
8	7	21	21	0.0		1/2	1/2	Spanner	3/4	1	1	0													5			
8	7	21	21	0.0		1/2	1/2	Spanner	3/4	1	1	0													5			6
8	7	21	21	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	51									5			6
8	7	19	19	0.0		0	0	Spanner	3/4	2	1	0																
8	7	19	19	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	52												
8	7	19	19	0.75		0	0	Chord	3/4	2	2	3/16		1/8	3/2	53									6			
8	7	79/4	79/4	0.25		3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	54									6			
8	7	20	20	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	55												
8	7	21	21	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	56												
9	8	22	22	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	57									5			6
9	8	45/2	45/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	58									5			6
9	8	23	23	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	59		articAccentBelow							5			6
9	8	49/2	49/2	0.0		5/8	5/8	Spanner	3/4	1	1	0													5			
9	8	49/2	49/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	60									5			
9	8	22	22	0.0		0	0	Spanner	3/4	2	1	0														5	5	
9	8	23	23	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	61										5	5	
9	8	22	22	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	62		articStaccatoAbove								5	5	
9	8	23	23	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	63										5	5	
9	8	24	24	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	64										5	5	
10	9	25	25	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	65		articStaccatoBelow										
10	9	103/4	103/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	66									7			
10	9	26	26	0.0		1/4	1/4	Spanner	3/4	1	1	0													7			7
10	9	26	26	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	67									7			7
10	9	79/3	79/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	68									7			7
10	9	80/3	80/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	69									7			7
10	9	27	27	0.0		1/2	1/2	Spanner	3/4	1	1	0													7			
10	9	27	27	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	70									7			
10	9	55/2	55/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	71									7			
10	9	25	25	0.0		0	0	Spanner	3/4	2	1	0																
10	9	25	25	0.0		0	0	Spanner	3/4	2	1	0														6	6	
10	9	25	25	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	72		articStaccatoBelow								6	6	
10	9	26	26	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	73										6	6	
11	10	28	28	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	74		articStaccatoBelow										
11	10	115/4	115/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	75									8			
11	10	29	29	0.0		1/4	1/4	Dynamic	3/4	1	1	0					fz								8			
11	10	29	29	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	76									8			
11	10	30	30	0.0		1/2	1/2	StaffText	3/4	1	1	0							dolce						8			
11	10	30	30	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	77									8			
11	10	91/3	91/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	78									8			
11	10	92/3	92/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	79									8			
11	10	28	28	0.0		0	0	Spanner	3/4	2	1	0																
11	10	28	28	0.0		0	0	Spanner	3/4	2	1	0														7	7	
11	10	28	28	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	80		articStaccatoBelow								7	7	
11	10	29	29	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	81										7	7	
12	11	31	31	0.0		0	0	Spanner	3/4	1	1	0													8			8
12	11	31	31	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	82									8			8
12	11	63/2	63/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	83									8			8
12	11	32	32	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	84									8			8
12	11	65/2	65/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	85									8			8
12	11	33	33	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	86									8			8
12	11	67/2	67/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	87									8			8
12	11	31	31	0.0		0	0	Spanner	3/4	2	1	0																
12	11	31	31	0.0		0	0	Spanner	3/4	2	1	0														8	8	
12	11	31	31	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	88										8	8	
12	11	32	32	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	89										8	8	
12	11	33	33	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	90										8	8	
13	12		34	0.5	1	0	0	Chord	3/4	1	1	1/8		1/8	1	91												8
13	12		69/2	0.0	1	1/8	1/8	Spanner	3/4	1	1	0																
13	12		139/4	0.25	1	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	92									9			
13	12		35	1.0	1	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	93												
13	12		36	0.5	1	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	94									10			
13	12		73/2	0.5	1	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	95												
13	12		34	0.0	1	0	0	Spanner	3/4	2	1	0																
13	12		34	0.0	1	0	0	Spanner	3/4	2	1	0														9	9	
13	12		35	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	96										9	9	
13	12		34	2.0	1	0	0	Chord	3/4	2	2	1/2		1/2	1	97									11	9	9	
14	12	34	37	0.5	2	0	0	Chord	3/4	1	1	1/8		1/8	1	98		articStaccatoBelow										
14	12	139/4	151/4	0.25	2	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	99									12			
14	12	35	38	1.0	2	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	100												
14	12	36	39	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	101									13			
14	12	34	37	0.0	2	0	0	Spanner	3/4	2	1	0																
14	12	34	37	0.0	2	0	0	Spanner	3/4	2	1	0														10	10	
14	12	35	38	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	102										10	10	
14	12	34	37	2.0	2	0	0	Chord	3/4	2	2	1/2		1/2	1	103									14	10	10	
14	12	36	39	1.0	2	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	104									15	10	10	
15	13	37	40	0.0		0	0	Dynamic	3/4	1	1	0					p											
15	13	37	40	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	105												
15	13	38	41	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	106									16			
15	13	77/2	83/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	107									16			
15	13	39	42	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	108									16			
15	13	37	40	0.0		0	0	StaffText	3/4	2	1	0							legato									
15	13	37	40	0.0		0	0	Spanner	3/4	2	1	0																
15	13	37	40	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	109									17			
15	13	38	41	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	110												
15	13	39	42	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	111									18			
16	14	40	43	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	112									16			
16	14	81/2	87/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	113									16			
16	14	41	44	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	114									16			
16	14	42	45	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	115												
16	14	40	43	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	116												
16	14	41	44	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	117									19			
16	14	42	45	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	118									19			
17	15	43	46	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	119									20			
17	15	44	47	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	120									20			
17	15	89/2	95/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	121									20			
17	15	45	48	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	122									20			
17	15	43	46	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	123									19			
17	15	44	47	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	124												
17	15	45	48	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	125									21			
18	16	46	49	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	126									20			
18	16	93/2	99/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	127									20			
18	16	47	50	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	128									20			
18	16	48	51	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	129												
18	16	46	49	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	130												
18	16	47	50	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	131									22			
18	16	48	51	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	132									22			
19	17	49	52	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	133									23			
19	17	50	53	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	134									23			
19	17	101/2	107/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	135									23			
19	17	51	54	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	136									23			
19	17	49	52	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	137									22			
19	17	50	53	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	138												
19	17	51	54	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	139									24			
20	18	52	55	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	140									23			
20	18	105/2	111/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	141									23			
20	18	53	56	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	142									23			
20	18	54	57	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	143												
20	18	52	55	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	144												
20	18	53	56	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	145									25			
20	18	54	57	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	146									25			
21	19	55	58	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	147									26			
21	19	56	59	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	148									26			
21	19	113/2	119/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	149									26			
21	19	57	60	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	150									26			
21	19	55	58	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	151									25			
21	19	56	59	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	152												
21	19	57	60	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	153												
22	20	58	61	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	154									26			
22	20	117/2	123/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	155												
22	20	60	63	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	156									27			
22	20	59	62	2.0		1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	157												
22	20	58	61	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	158												
23	21	61	64	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	159									27			
23	21	63	66	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	160									27			
23	21	61	64	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	161												
23	21	61	64	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	162												
24	22	64	67	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	163									27			
24	22	66	69	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	164									27			
24	22	64	67	3.0		0	0	Chord	3/4	1	2	3/4		1/2	3/2	165												
24	22	64	67	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	166												
25	23	67	70	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	167									27			
25	23	67	70	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	168												
26	24	70	73	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	169												
26	24	72	75	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	170									28			
26	24	145/2	151/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	171									28			
27	25	73	76	0.0		0	0	Spanner	3/4	1	1	0													28			9
27	25	73	76	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	172									28			9
27	25	295/4	307/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	173									28			9
27	25	74	77	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	174									28			9
27	25	151/2	157/2	0.0		5/8	5/8	Spanner	3/4	1	1	0													28			
27	25	151/2	157/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	175									28			
27	25	73	76	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	176												
27	25	73	76	0.75		0	0	Chord	3/4	2	2	3/16		1/8	3/2	177									29			
27	25	295/4	307/4	0.25		3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	178									29			
27	25	74	77	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	179												
27	25	75	78	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	180												
28	26	76	79	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	181									28			
28	26	153/2	159/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	182									28			
28	26	77	80	0.0		1/4	1/4	Spanner	3/4	1	1	0													28			10
28	26	77	80	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	183									28			10
28	26	77	80	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	184									28			10
28	26	157/2	163/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	185									28			10
28	26	76	79	0.0		0	0	Spanner	3/4	2	1	0														11	11	
28	26	76	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	186		articStaccatoBelow								11	11	
28	26	77	80	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	187										11	11	
28	26	78	81	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	188										11	11	
29	27	79	82	0.0		0	0	Spanner	3/4	1	1	0													28			
29	27	79	82	0.0		0	0	Spanner	3/4	1	1	0													28			11
29	27	79	82	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	189									28			11
29	27	319/4	331/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	190									28			11
29	27	80	83	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	191									28			11
29	27	81	84	0.0		1/2	1/2	Spanner	3/4	1	1	0													28			
29	27	81	84	0.0		1/2	1/2	Spanner	3/4	1	1	0													28			12
29	27	81	84	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	192									28			12
29	27	79	82	0.0		0	0	Spanner	3/4	2	1	0																
29	27	79	82	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	193												
29	27	79	82	0.75		0	0	Chord	3/4	2	2	3/16		1/8	3/2	194									30			
29	27	319/4	331/4	0.25		3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	195									30			
29	27	80	83	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	196												
29	27	81	84	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	197												
30	28	82	85	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	198									28			12
30	28	165/2	171/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	199									28			12
30	28	83	86	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	200		articAccentBelow							28			12
30	28	169/2	175/2	0.0		5/8	5/8	Spanner	3/4	1	1	0													28			
30	28	169/2	175/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	201									28			
30	28	82	85	0.0		0	0	Spanner	3/4	2	1	0														12	12	
30	28	83	86	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	202										12	12	
30	28	82	85	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	203		articStaccatoAbove								12	12	
30	28	83	86	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	204									31	12	12	
30	28	84	87	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	205										12	12	
31	29	85	88	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	206		articStaccatoBelow										
31	29	343/4	355/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	207									32			
31	29	86	89	0.0		1/4	1/4	Spanner	3/4	1	1	0													32			13
31	29	86	89	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	208									32			13
31	29	259/3	268/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	209									32			13
31	29	260/3	269/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	210									32			13
31	29	87	90	0.0		1/2	1/2	Spanner	3/4	1	1	0													32			
31	29	87	90	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	211									32			
31	29	175/2	181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	212									32			
31	29	85	88	0.0		0	0	Spanner	3/4	2	1	0																
31	29	85	88	0.0		0	0	Spanner	3/4	2	1	0														13	13	
31	29	85	88	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	213		articStaccatoBelow								13	13	
31	29	86	89	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	214										13	13	
32	30	88	91	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	215												
32	30	355/4	367/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	216									33			
32	30	89	92	0.0		1/4	1/4	Dynamic	3/4	1	1	0					fz											
32	30	89	92	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	217												
32	30	181/2	187/2	0.0		5/8	5/8	Dynamic	3/4	1	1	0					p											
32	30	181/2	187/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	218									34			
32	30	88	91	0.0		0	0	Spanner	3/4	2	1	0																
32	30	88	91	0.0		0	0	Spanner	3/4	2	1	0														14	14	
32	30	88	91	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	219		articStaccatoBelow								14	14	
32	30	89	92	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	220										14	14	
33	31	91	94	0.0		0	0	Spanner	3/4	1	1	0													34			14
33	31	91	94	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	221									34			14
33	31	367/4	379/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	222									34			14
33	31	92	95	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	223									34			14
33	31	93	96	0.0		1/2	1/2	Spanner	3/4	1	1	0													34			
33	31	93	96	0.0		1/2	1/2	Spanner	3/4	1	1	0													34			15
33	31	93	96	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	224									34			15
33	31	91	94	0.0		0	0	Spanner	3/4	2	1	0																
33	31	91	94	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	225												
33	31	91	94	0.75		0	0	Chord	3/4	2	2	3/16		1/8	3/2	226												
