mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
62	62	183	183	0.0	0	0	Spanner	3/4	2	1	0																20	20
62	62	183	183	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	502												20	20
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	503												20	20
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	504												20	20
63	63	186	186	0.0	0	0	Spanner	3/4	1	1	0													56				
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	505									56				
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	506									56				
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	507													
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	508									57				
63	63	186	186	0.0	0	0	Spanner	3/4	2	1	0																	
63	63	186	186	0.0	0	0	Spanner	3/4	2	1	0																21	21
63	63	186	186	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	509												21	21
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	510												21	21
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	511												21	21
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	512									57				
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	513									57				
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	514													
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	515		articAccentAbove							58				
64	64	189	189	0.0	0	0	Spanner	3/4	2	1	0																	
64	64	189	189	0.0	0	0	Spanner	3/4	2	1	0																22	22
64	64	189	189	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	516		articStaccatoBelow										22	22
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	517												22	22
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	518												22	22
65	65	192	192	0.0	0	0	Dynamic	3/4	1	1	0					f												
65	65	192	192	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	519		articStaccatoBelow											
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	520		articStaccatoBelow											
65	65	194	194	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	521													
65	65	194	194	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	522													
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	523		articAccentBelow											
65	65	192	192	0.0	0	0	Spanner	3/4	2	1	0																	
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524													
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525													
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	526													
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	527													
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	528									59				
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	529													
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	530		articAccentAbove							60				
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																23	23
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	531		articStaccatoBelow										23	23
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	532												23	23
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	533												23	23
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	534									60				
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	535									60				
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	536													
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	537		articStaccatoBelow											
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																	
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																24	24
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	538		articStaccatoBelow										24	24
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	539												24	24
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	540												24	24
68	68	201	201	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	541									61				
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	542									61				
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	543													
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	544		articAccentAbove							62				
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																	
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																25	25
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	545		articStaccatoBelow										25	25
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	546												25	25
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	547												25	25
69	69	204	204	0.0	0	0	Dynamic	3/4	1	1	0					f												
69	69	204	204	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	548													
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	549		articStaccatoBelow											
69	69	206	206	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	550									63				
69	69	206	206	0.0	1/2	1/2	Chord	3/4	1	1	0	grace16	1/16	1	551									63				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	552		articAccentBelow							63				
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																	
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	553													
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	554													
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	555													
70	70	207	207	0.0	0	0	Dynamic	3/4	1	1	0					p												
70	70	207	207	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	556													
70	70	208	208	0.0	1/4	1/4	StaffText	3/4	1	1	0							sempre										
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	557									64				
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	558									64				
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	559									65				
70	70	415/2	415/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	560									65				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	561													
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	562		articAccentAbove											
71	71	210	210	0.0	0	0	Dynamic	3/4	1	1	0					p								64				
71	71	210	210	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	563									64				
71	71	211	211	0.0	1/4	1/4	StaffText	3/4	1	1	0							e legato						64				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	564									64				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	565									64				
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	566									66				
71	71	421/2	421/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	567									66				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	568									66				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	569													
72	72	213	213	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	570									64				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	571													
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	572									67				
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	573													
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	574													
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	575													
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	576													
73	73	216	216	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	577									67				
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	578									67				
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	579									67				
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																26	26
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0															8	26	26
73	73	216	216	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	580											8	26	26
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	581											8	26	26
74	74	219	219	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	582									67				
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	583									67				
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	584													
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																	
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																	
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0															9		
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0															9	27	27
74	74	219	219	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	585											9	27	27
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	586											9	27	27
75	75	222	222	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	587									68				
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	588									68				
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	589									68				
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																	
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																	
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	590									69				
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	591									69				
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	592									69				
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	593									69				
76	76	225	225	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	594									68				
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	595									68				
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	596													
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	597									69				
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	598									69				
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	599													
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	600									70				
77	77	228	228	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	601									71				
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	602									71				
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	603									71				
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0															10		
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0															10	28	28
77	77	228	228	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	604									72		10	28	28
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	605											10	28	28
78	78	231	231	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	606									71				
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	607									71				
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	608													
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																	
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																	
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																29	29
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0															11	29	29
78	78	231	231	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	609									73		11	29	29
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	610											11	29	29
79	79	234	234	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	611									74				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	612									74				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	613									74				
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																	
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																	
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	614									75				
79	79	469/2	469/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	615									75				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616									75				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617									75				
80	80	237	237	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	618									74				
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	619									74				
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	620													
80	80	237	237	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	621									75				
80	80	475/2	475/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	622									75				
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	623													
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	624									76				
81	81	240	240	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	625									77				
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	626									77				
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	627									77				
81	81	240	240	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	628		articAccentAbove							76				
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	629													
82	82	243	243	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	630									77				
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	631									77				
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	632													
82	82	243	243	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	633		articAccentAbove							78				
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634													
83	83	246	246	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	635									79				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	636									79				
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	637									79				
83	83	246	246	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	638									80				
83	83	493/2	493/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	639									80				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	640									80				
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	641									80				
84	84	249	249	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	642									79				
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	643									79				
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	644													
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	645									80				
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	646									80				
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	647													
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	648									81				
85	85	252	252	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	649									82				
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	650									82				
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	651									82				
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0													81		12		
85	85	252	252	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	652									81		12		
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	653											12		
86	86	255	255	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	654									82				
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	655									82				
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	656													
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																	
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0															13		
86	86	255	255	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	657									83		13		
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	658											13		
87	87	258	258	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	659									84				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	660									84				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	661									84				
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																	
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																30	30
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0															14	30	30
87	87	258	258	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	662									85		14	30	30
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	663											14	30	30
88	88	261	261	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	664									84				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	665									84				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	666													
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																	
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																	
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0															15		
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0															15	31	31
88	88	261	261	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	667									86		15	31	31
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	668											15	31	31
89	89	264	264	0.0	0	0	StaffText	3/4	1	1	0							a tempo										
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	669									87				
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	670									87				
89	89	265	265	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	671									87				
89	89	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	672									87				
89	89	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	673									87				
89	89	266	266	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	674									87				
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	675									87				
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																	
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																	
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	676													
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677													
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	678													
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	679		articStaccatoAbove											
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	680		articStaccatoAbove											
90	90	268	268	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	681													
90	90	268	268	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	682		articStaccatoAbove											
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	683		articAccentAbove											
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	684													
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	685													
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	686													
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	687									88				
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	688									88				
91	91	271	271	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	689									88				
91	91	814/3	814/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	690									88				
91	91	815/3	815/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	691									88				
91	91	272	272	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	692									88				
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	693									88				
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	694													
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	695													
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	696													
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	697		articStaccatoAbove											
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	698		articStaccatoAbove											
92	92	274	274	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	699													
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	700		articStaccatoAbove											
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	701		articAccentBelow											
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	702													
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	703													
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	704													
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	705									89				
93	93	553/2	553/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	706									89				
93	93	277	277	0.0	1/4	1/4	Spanner	3/4	1	1	0													89		16		
93	93	277	277	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	707									89		16		
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	708		ornamentTrill							89		16		
93	93	278	278	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	709									89		16		
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	710									89		16		
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	711													
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	712													
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	713													
94	94	279	279	0.0	0	0	Spanner	3/4	1	1	0																	
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	714		articStaccatoAbove											
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	715		articStaccatoAbove											
94	94	280	280	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	716													
94	94	280	280	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	717													
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	718		articAccentAbove											
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	719													
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	720													
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	721													
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	722									90				
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	723									90				
95	95	283	283	0.0	1/4	1/4	Spanner	3/4	1	1	0													90		17		
95	95	283	283	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	724									90		17		
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	725		ornamentTrill							90		17		
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	726									90		17		
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	727									90		17		
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	728													
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	729													
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	730													
96	96	285	285	0.0	0	0	Spanner	3/4	1	1	0																	
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	731		articStaccatoAbove											
96	96	571/2	571/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	732		articStaccatoAbove											
96	96	286	286	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	733													
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	734									91				
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	735		articAccentBelow							92				
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	736													
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	737													
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	738													
97	97	288	288	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	739													
97	97	289	289	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	740									93				
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	741									93				
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	742													
97	97	288	288	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	743													
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	744													
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	745		articAccentBelow											
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	746													
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	747													
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	748													
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	749									94				
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	750									94				
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	751									94				
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	752									94				
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	753													
98	98	291	291	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	754													
