mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
59	58	345/2	345/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	441								44	44
59	58	347/2	347/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
59	58	347/2	347/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	442									
60	59	349/2	349/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	443		articStaccatoAbove							
60	59	175	175	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	444		articStaccatoAbove							
60	59	351/2	351/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	445		articStaccatoAbove							
60	59	176	176	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	446		articStaccatoAbove							
60	59	353/2	353/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	447		articStaccatoAbove							
60	59	177	177	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	448		articStaccatoAbove							
60	59	349/2	349/2	0.0	0	0	Spanner	3/4	2	1	0												45	45
60	59	349/2	349/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	449								45	45
60	59	351/2	351/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	450								45	45
60	59	353/2	353/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	451								45	45
61	60	355/2	355/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	452									
61	60	713/4	713/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	453					61				
61	60	357/2	357/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	454									
61	60	359/2	359/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	455					62				
61	60	180	180	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	456					62				
61	60	355/2	355/2	0.0	0	0	Spanner	3/4	2	1	0													
61	60	355/2	355/2	0.0	0	0	Spanner	3/4	2	1	0												46	46
61	60	355/2	355/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	457								46	46
61	60	357/2	357/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	458								46	46
61	60	359/2	359/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
62	61	361/2	361/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	459									
62	61	363/2	363/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	460					63				
62	61	365/2	365/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	461					63				
62	61	183	183	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	462					63				
62	61	361/2	361/2	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	463									
62	61	363/2	363/2	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	464									
62	61	361/2	361/2	0.0	0	0	Spanner	3/4	2	1	0												47	47
62	61	361/2	361/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	465								47	47
62	61	363/2	363/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	466		articAccentAbove						47	47
62	61	365/2	365/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	467								47	47
63	62	367/2	367/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	468									
63	62	737/4	737/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	469					64				
63	62	369/2	369/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	470					64				
63	62	371/2	371/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	471					64				
63	62	367/2	367/2	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	472									
63	62	371/2	371/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	473									
63	62	367/2	367/2	0.0	0	0	Spanner	3/4	2	1	0													
63	62	367/2	367/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	474									
63	62	369/2	369/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	475									
63	62	371/2	371/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	476									
64	63	373/2	373/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	477									
64	63	749/4	749/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	478					65				
64	63	375/2	375/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	479		ornamentTrill			65				
64	63	377/2	377/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	480					65				
64	63	189	189	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	481					65				
64	63	373/2	373/2	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	482		articAccentBelow			66				
64	63	373/2	373/2	0.0	0	0	Spanner	3/4	2	1	0												48	48
64	63	373/2	373/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	483								48	48
64	63	375/2	375/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	484		articAccentAbove						48	48
64	63	377/2	377/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
64	63	377/2	377/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	485									
65	64	379/2	379/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	486									
65	64	761/4	761/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	487					67				
65	64	381/2	381/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	488					67				
65	64	383/2	383/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	489									
65	64	379/2	379/2	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	490									
65	64	383/2	383/2	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	491									
65	64	379/2	379/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	492									
65	64	381/2	381/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	493									
65	64	383/2	383/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	494									
66	65	385/2	385/2	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	495									
66	65	385/2	385/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	496									
66	65	773/4	773/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	497					68				
66	65	387/2	387/2	0.0	1/4	1/4	StaffText	3/4	1	1	0							♮		68				
66	65	387/2	387/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	498		ornamentShortTrill			68				
66	65	389/2	389/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	499					68				
66	65	781/4	781/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	500					68				
66	65	385/2	385/2	0.0	0	0	Spanner	3/4	2	1	0												49	49
66	65	385/2	385/2	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	501		articAccentAbove						49	49
66	65	387/2	387/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502								49	49
66	65	389/2	389/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
66	65	389/2	389/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503									
67	66	391/2	391/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	504									
67	66	785/4	785/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	505					69				
67	66	393/2	393/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	506									
67	66	395/2	395/2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	507					70				
67	66	793/4	793/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	508					70				
67	66	391/2	391/2	0.0	0	0	Spanner	3/4	2	1	0												50	50
67	66	391/2	391/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	509								50	50
67	66	393/2	393/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	510								50	50
67	66	395/2	395/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
67	66	395/2	395/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	511									
68	67	397/2	397/2	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	512		ornamentShortTrill			70				
68	67	199	199	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	513					70				
68	67	399/2	399/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	514					70				
68	67	200	200	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	515					70				
68	67	401/2	401/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	516					70				
68	67	201	201	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	517					70				
68	67	397/2	397/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	518									
68	67	399/2	399/2	0.0	1/4	1/4	Spanner	3/4	2	1	0												51	51
68	67	399/2	399/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	519								51	51
68	67	401/2	401/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	520								51	51
69	68	403/2	403/2	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	521					70				
69	68	809/4	809/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	522					70				
69	68	405/2	405/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	523									
69	68	403/2	403/2	0.0	0	0	Spanner	3/4	2	1	0													
69	68	403/2	403/2	0.0	0	0	Spanner	3/4	2	1	0												52	52
69	68	403/2	403/2	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524					71			52	52
69	68	405/2	405/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525								52	52
69	68	407/2	407/2	0.0	1/2	1/2	Spanner	3/4	2	1	0													
