mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
111	110	986/3	986/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	971							83						
111	110	329	329	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	972													
111	110	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	973							85						
111	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	974													
111	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	975													
111	110	328	328	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	976													
112	111	331	331	0.0	0	0	Dynamic	3/4	1	1	0					p						85						
112	111	331	331	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	977							85						
112	111	665/2	665/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	978							85						
112	111	333	333	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	979							85						
112	111	667/2	667/2	0.0	5/8	5/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	980							85						
112	111	667/2	667/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	981							85						
112	111	332	332	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	982							86						
112	111	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	983													
112	111	331	331	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	984													
113	112	334	334	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	985							85						
113	112	1003/3	1003/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	986							85						
113	112	1004/3	1004/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	987							85						
113	112	335	335	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	988													
113	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	989							87						
113	112	335	335	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	990							88						
113	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	991													
113	112	334	334	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	992													
114	113	337	337	0.0	0	0	StaffText	3/4	1	1	0							<i>riten.</i>				87						
114	113	337	337	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	993							87						
114	113	677/2	677/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											87		16				
114	113	677/2	677/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	994							87		16				
114	113	339	339	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	995							87		16				
114	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	996							87		16				
114	113	338	338	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	997							89						
114	113	339	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	998													
114	113	337	337	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	999													
115	114	340	340	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1000							87		16				
115	114	681/2	681/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1001							87		16				
115	114	341	341	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1002							87		16				
115	114	685/2	685/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	
115	114	685/2	685/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1003													
115	114	340	340	0.0	0	0	Spanner	3/4	2	1	0																61	61
115	114	340	340	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1004												61	61
115	114	341	341	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1005												61	61
116	115	343	343	0.0	0	0	StaffText	3/4	1	1	0							<i>a tempo</i>										
116	115	343	343	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1006							90						
116	115	687/2	687/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1007							90						
116	115	344	344	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1008							90						
116	115	691/2	691/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1009							90						
116	115	344	344	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1010													
116	115	345	345	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1011													
116	115	343	343	0.0	0	0	Spanner	3/4	2	1	0																	
116	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1012							91						
116	115	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1013													
117	116	346	346	0.0	0	0	Spanner	3/4	1	1	0											90		17				
117	116	346	346	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1014							90		17				
117	116	693/2	693/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1015							90		17				
117	116	347	347	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1016							90		17				
117	116	697/2	697/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1017									17				
117	116	347	347	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1018									17				
117	116	348	348	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1019									17				
117	116	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1020							92						
117	116	348	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1021							92						
118	117	349	349	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1022							93		17				
118	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1023							93		17				
118	117	350	350	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1024							93		17				
118	117	701/2	701/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1025							93		17				
118	117	351	351	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1026							93		17				
118	117	703/2	703/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1027							93		17				
118	117	349	349	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1028									17				
118	117	350	350	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1029									17				
118	117	351	351	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1030									17				
118	117	349	349	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1031							92						
118	117	350	350	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1032							92						
118	117	351	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1033							92						
119	118	352	352	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1034							93		17				
119	118	705/2	705/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1035							93		17				
119	118	353	353	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1036							93		17				
119	118	709/2	709/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1037							93		17				
119	118	353	353	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1038									17				
119	118	354	354	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1039									17				
119	118	352	352	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1040							92						
119	118	353	353	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1041							92						
119	118	354	354	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1042							92						
120	119	355	355	0.0	0	0	Dynamic	3/4	1	1	0					f						93						
120	119	355	355	0.0	0	0	Spanner	3/4	1	1	0											93						
120	119	355	355	0.0	0	0	Spanner	3/4	1	1	0											93				14		
120	119	355	355	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1043							93				14		
120	119	1423/4	1423/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1044							93				14		
120	119	356	356	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1045							93				14		
120	119	715/2	715/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1046											14		
120	119	356	356	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1047											14		
120	119	357	357	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1048											14		
120	119	355	355	0.0	0	0	Spanner	3/4	2	1	0																62	62
120	119	355	355	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1049												62	62
120	119	356	356	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1050												62	62
120	119	357	357	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1051												62	62
121	120	358	358	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	1052							94				14		
121	120	719/2	719/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1053							94				14		
121	120	360	360	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1054							94				14		
121	120	721/2	721/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1055							94				14		
121	120	359	359	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1056											14		
121	120	360	360	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1057											14		
121	120	358	358	0.0	0	0	Spanner	3/4	2	1	0																	
121	120	358	358	0.0	0	0	Spanner	3/4	2	1	0																63	63
121	120	358	358	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1058												63	63
121	120	359	359	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1059												63	63
121	120	360	360	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1060												63	63
122	121	361	361	0.0	0	0	Spanner	3/4	1	1	0											94						
122	121	361	361	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1061							94						
122	121	723/2	723/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1062							94						
122	121	362	362	0.0	1/4	1/4	Spanner	3/4	1	1	0											94			3			
122	121	362	362	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1063							94			3			
122	121	1087/3	1087/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1064							94			3			
122	121	1088/3	1088/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1065							94			3			
122	121	363	363	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1066							94			3			
122	121	727/2	727/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1067							94			3			
122	121	362	362	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1068										3			
122	121	363	363	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1069										3			
122	121	361	361	0.0	0	0	Spanner	3/4	2	1	0																	
122	121	362	362	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1070							95						
122	121	363	363	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1071							95						
122	121	727/2	727/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1072							95						
122	121	363	363	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1073													
123	122	364	364	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1074							94			3			
123	122	364	364	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1075							94			3			
123	122	729/2	729/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1076							94			3			
123	122	365	365	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1077										3			
123	122	364	364	0.0	0	0	Spanner	3/4	2	1	0											95		18				
123	122	364	364	0.0	0	0	Spanner	3/4	2	1	0											95		18			64	64
123	122	364	364	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1078							95		18			64	64
123	122	729/2	729/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1079							95		18			64	64
123	122	365	365	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1080							95		18			64	64
123	122	366	366	0.0	1/2	1/2	Spanner	3/4	2	1	0											95					64	64
123	122	366	366	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	1081							95					64	64
123	122	1467/4	1467/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	1082							95					64	64
124	123	367	367	0.0	0	0	Spanner	3/4	1	1	0																	
124	123	737/2	737/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1083							96						
124	123	369	369	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1084							96						
124	123	739/2	739/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1085							96						
124	123	737/2	737/2	1.5	3/8	3/8	Chord	3/4	1	2	3/8		1/4	3/2	1086													
124	123	367	367	0.0	0	0	Spanner	3/4	2	1	0											95						
124	123	367	367	0.0	0	0	Spanner	3/4	2	1	0											95	2					
124	123	367	367	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1087							95	2					
124	123	735/2	735/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1088							95	2					
124	123	368	368	0.0	1/4	1/4	Spanner	3/4	2	1	0											95						
124	123	368	368	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1089							95						
124	123	739/2	739/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1090							95						
125	124	370	370	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1091							96						
125	124	741/2	741/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1092													
125	124	743/2	743/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1093							97						
125	124	372	372	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1094							97						
125	124	745/2	745/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1095							97						
125	124	370	370	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1096													
125	124	743/2	743/2	1.5	3/8	3/8	Chord	3/4	1	2	3/8		1/4	3/2	1097													
125	124	370	370	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1098							95						
125	124	741/2	741/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1099							95						
125	124	371	371	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1100							95						
125	124	745/2	745/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1101							95						
126	125	373	373	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1102							97						
126	125	747/2	747/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1103													
126	125	749/2	749/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1104							98						
126	125	375	375	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1105							98						
126	125	751/2	751/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1106							98						
126	125	373	373	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1107													
126	125	749/2	749/2	1.5	3/8	3/8	Chord	3/4	1	2	3/8		1/4	3/2	1108													
126	125	373	373	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1109							95						
126	125	747/2	747/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1110							95						
126	125	374	374	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1111							95						
126	125	749/2	749/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1112							95						
126	125	375	375	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1113							95						
126	125	751/2	751/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1114							95						
127	126	376	376	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1115							98						
127	126	753/2	753/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1116													
127	126	1511/4	1511/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1117							99						
127	126	378	378	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1118							99						
127	126	757/2	757/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1119							99						
127	126	376	376	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1120													
127	126	376	376	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1121							95						
127	126	753/2	753/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1122							95						
127	126	377	377	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1123							95						
127	126	757/2	757/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1124													
128	127	379	379	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1125							99						
128	127	759/2	759/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1126													
128	127	379	379	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1127													
128	127	379	379	0.0	0	0	Spanner	3/4	2	1	0													19				
128	127	379	379	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1128							100		19				
128	127	759/2	759/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1129							100		19				
128	127	380	380	0.0	1/4	1/4	Dynamic	3/4	2	1	0					f						100		19				
128	127	380	380	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1130							100		19				
128	127	763/2	763/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1131							100		19				
129	128	1531/4	1531/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1132													
129	128	383	383	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1133													
129	128	769/2	769/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1134													
129	128	382	382	0.0	0	0	Spanner	3/4	2	1	0																	
129	128	382	382	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1135													
129	128	1531/4	1531/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1136							101						
129	128	383	383	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1137							101						
129	128	769/2	769/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1138							101						
130	129	385	385	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1139													
130	129	1543/4	1543/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1140													
130	129	386	386	0.0	1/4	1/4	Spanner	3/4	1	1	0															15		
130	129	386	386	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1141											15		
130	129	775/2	775/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1142											15		
130	129	385	385	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	1143							101						
130	129	1543/4	1543/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	1144							101						
130	129	386	386	1.5	1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	1145							101						
130	129	775/2	775/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1146							101						
131	130	388	388	0.0	0	0	Spanner	3/4	1	1	0																	
131	130	388	388	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1147													
131	130	777/2	777/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	1148													
131	130	777/2	777/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1149													
131	130	389	389	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1150													
131	130	390	390	0.0	1/2	1/2	Spanner	3/4	1	1	0															16		
131	130	390	390	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1151											16		
131	130	388	388	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1152							101						
131	130	777/2	777/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1153							101						
131	130	389	389	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1154							101						
131	130	390	390	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1155							101						
132	131	391	391	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1156											16		
132	131	783/2	783/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																	
132	131	783/2	783/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	1157													
132	131	783/2	783/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1158													
132	131	392	392	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1159													
132	131	393	393	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1160		articAccentBelow											
132	131	391	391	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1161							101						
132	131	783/2	783/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1162							101						
132	131	392	392	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1163							101						
132	131	393	393	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1164							101						
133	132	394	394	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1165													
133	132	394	394	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1166													
133	132	789/2	789/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1167													
133	132	395	395	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1168													
133	132	396	396	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1169													
133	132	394	394	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1170							101						
133	132	394	394	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1171													
133	132	789/2	789/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1172													
133	132	395	395	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1173													
133	132	396	396	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1174													
134	133	397	397	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1175													
134	133	398	398	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1176													
134	133	399	399	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1177													
134	133	397	397	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1178													
134	133	795/2	795/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1179													
134	133	399	399	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1180													
134	133	799/2	799/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1181													
134	133	397	397	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1182							101						
134	133	795/2	795/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1183							101						
134	133	398	398	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1184							101						
134	133	397	397	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1185													
134	133	399	399	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1186													
135	134	400	400	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1187													
135	134	401	401	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1188		articAccentAbove					102						
135	134	805/2	805/2	0.0	5/8	5/8	Dynamic	3/4	1	2	0					p												
135	134	805/2	805/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1189													
135	134	400	400	0.0	0	0	Spanner	3/4	2	1	0														4			
135	134	400	400	0.0	0	0	Spanner	3/4	2	1	0														4		65	65
135	134	400	400	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1190										4		65	65
135	134	401	401	0.0	1/4	1/4	Spanner	3/4	2	1	0																65	65
136	135	403	403	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1191							102						
136	135	405	405	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1192							102						
136	135	811/2	811/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1193							102						
136	135	403	403	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	1194													
136	135	807/2	807/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	1195													
136	135	404	404	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	1196													
136	135	809/2	809/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1197													
136	135	405	405	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1198													
136	135	811/2	811/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1199													
136	135	403	403	0.0	0	0	Spanner	3/4	2	1	0																	
136	135	404	404	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1200													
136	135	405	405	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1201													
137	136	406	406	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	1202							102						
137	136	1219/3	1219/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1203							102						
137	136	1220/3	1220/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1204							102						
137	136	407	407	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1205							102						
137	136	815/2	815/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1206							102						
137	136	408	408	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1207							102						
137	136	817/2	817/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1208							102						
137	136	406	406	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1209													
137	136	407	407	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1210													
137	136	408	408	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1211													
137	136	406	406	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1212													
137	136	407	407	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1213													
137	136	408	408	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1214													
138	137	409	409	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1215							102						
138	137	819/2	819/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1216							102						
138	137	410	410	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1217							102						
138	137	821/2	821/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1218							102						
138	137	411	411	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1219							102						
138	137	823/2	823/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1220							102						
138	137	409	409	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1221													
138	137	410	410	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1222													
138	137	411	411	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1223													
138	137	409	409	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1224													
138	137	410	410	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1225													
