mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
30	30	87	87	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	252				21							
30	30	175/2	175/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	253											
30	30	88	88	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	254		articAccentBelow									
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	255											
30	30	88	88	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	256											
30	30	87	87	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	257											
30	30	88	88	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	258											
31	31	90	90	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	259				22							
31	31	181/2	181/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	260											
31	31	91	91	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	261		articAccentBelow									
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	262											
31	31	91	91	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	263											
31	31	90	90	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	264											
31	31	91	91	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	265											
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	266				23							
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	267											
32	32	94	94	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	268		articAccentBelow									
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	269											
32	32	94	94	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	270											
32	32	93	93	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	271											
32	32	94	94	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	272											
33	33	96	96	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	273											
33	33	97	97	0.0	1/4	1/4	Spanner	3/4	1	1	0														3	
33	33	97	97	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	274				24						3	
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	275				24						3	
33	33	98	98	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	276				24						3	
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	277				24						3	
33	33	96	96	0.0	0	0	Spanner	3/4	2	1	0									13	13					
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	278					13	13					
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	279				25	13	13					
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	280				25	13	13					
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	281				25	13	13					
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	282				25	13	13					
33	33	96	96	0.0	0	0	Dynamic	3/4	2	2	0					fz				13	13					
33	33	96	96	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	283					13	13					
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	284				24						3	
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	285				24						3	
34	34	100	100	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	286				24						3	
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	287				24						3	
34	34	101	101	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	288				24						3	
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	289				24						3	
34	34	99	99	0.0	0	0	Spanner	3/4	2	1	0								25							
34	34	99	99	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	290				25							
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	291				25							
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	292				25							
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	293				25							
34	34	101	101	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	294				25							
34	34	203/2	203/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	295				25							
35	35	102	102	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	296										3	
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	297				26							
35	35	103	103	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	298				26							
35	35	310/3	310/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	299				26							
35	35	311/3	311/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	300				26							
35	35	104	104	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	301				26							
35	35	209/2	209/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	302				26							
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	303											
35	35	103	103	0.0	1/4	1/4	Spanner	3/4	2	1	0									14	14					
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	304					14	14					
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	305					14	14					
36	36	105	105	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	306				26							
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	307				26							
36	36	106	106	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	308				26							
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	309				26							
36	36	107	107	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	310				26							
36	36	215/2	215/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	311				26							
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0															
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0									15	15					
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	312					15	15					
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	313					15	15					
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	314					15	15					
37	37	108	108	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	315		articStaccatoBelow									
37	37	109	109	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	316				27							
37	37	328/3	328/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	317				27							
37	37	329/3	329/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	318				27							
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	319				27							
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	320				27							
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0															
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0									16	16					
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	321					16	16					
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	322					16	16					
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	323					16	16					
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	324				27							
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	325				27							
38	38	112	112	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	326				27							
38	38	225/2	225/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	327				27							
38	38	113	113	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	328				27							
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	329											
38	38	111	111	0.0	0	0	Spanner	3/4	2	1	0															
38	38	111	111	0.0	0	0	Spanner	3/4	2	1	0									17	17					
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	330					17	17					
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	331					17	17					
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	332					17	17					
39	39	114	114	0.0	0	0	Dynamic	3/4	1	1	0					f										
39	39	114	114	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	333		articAccentBelow									
39	39	114	114	0.0	0	0	Spanner	3/4	2	1	0									18	18					
39	39	114	114	0.0	0	0	Spanner	3/4	2	1	0									18	18					
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	334					18	18					
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	335					18	18					
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	336					18	18					
40	40	117	117	0.0	0	0	Dynamic	3/4	1	1	0					f										
40	40	117	117	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	337		articAccentBelow									
40	40	117	117	0.0	0	0	Spanner	3/4	2	1	0															
40	40	117	117	0.0	0	0	Spanner	3/4	2	1	0									19	19					
40	40	117	117	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	338					19	19					
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	339					19	19					
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	340					19	19					
41	41	120	120	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	341		articStaccatoBelow									
41	41	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	342		articStaccatoBelow									
41	41	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	343		articStaccatoBelow									
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	344		articStaccatoBelow									
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	345		articAccentBelow									
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0															
41	41	120	120	0.0	0	0	Spanner	3/4	2	1	0									20	20					
41	41	120	120	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	346					20	20					
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	347					20	20					
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	348					20	20					
42	42	123	123	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	349											
42	42	370/3	370/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	350											
42	42	371/3	371/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	351											
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	352											
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	353		articAccentBelow									
42	42	123	123	0.0	0	0	Spanner	3/4	2	1	0															
42	42	123	123	0.0	0	0	Spanner	3/4	2	1	0									21	21					
42	42	123	123	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	354					21	21					
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	355		articStaccatoBelow			21	21					
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	356		articAccentBelow			21	21					
43	43	126	126	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	357		articAccentBelow									
43	43	126	126	0.0	0	0	Spanner	3/4	2	1	0															
43	43	126	126	0.0	0	0	Spanner	3/4	2	1	0									22	22					
43	43	126	126	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	358					22	22					
43	43	127	127	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	359					22	22					
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	360					22	22					
44	44	129	129	0.0	0	0	Spanner	3/4	1	1	0											0				
44	44	129	129	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	361		articAccentBelow					0				
44	44	129	129	0.0	0	0	Spanner	3/4	2	1	0															
44	44	129	129	0.0	0	0	Spanner	3/4	2	1	0									23	23					
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	362					23	23					
44	44	130	130	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	363					23	23					
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	364					23	23					
45	45	132	132	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	365		articStaccatoBelow					0				
45	45	397/3	397/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	366		articStaccatoBelow					0				
45	45	398/3	398/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	367		articStaccatoBelow					0				
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	368		articStaccatissimoAbove					0				
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	369		articAccentBelow					0				
45	45	132	132	0.0	0	0	Spanner	3/4	2	1	0															
45	45	132	132	0.0	0	0	Spanner	3/4	2	1	0									24	24					
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	370					24	24					
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	371					24	24					
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	372					24	24					
46	46	135	135	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	373		articStaccatoBelow					0				
46	46	406/3	406/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	374		articStaccatoBelow					0				
46	46	407/3	407/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	375		articStaccatoBelow					0				
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	376		articStaccatissimoAbove					0				
46	46	137	137	0.0	1/2	1/2	Spanner	3/4	1	1	0											0			4	
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	377		articAccentAbove					0			4	
46	46	135	135	0.0	0	0	Spanner	3/4	2	1	0															
46	46	135	135	0.0	0	0	Spanner	3/4	2	1	0									25	25					
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	378					25	25					
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	379					25	25					
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	380					25	25					
47	47	138	138	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	381		articAccentAbove					0			4	
47	47	138	138	0.0	0	0	Spanner	3/4	2	1	0															
47	47	138	138	0.0	0	0	Spanner	3/4	2	1	0									26	26					
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	382					26	26					
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	383					26	26					
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	384					26	26					
48	48	141	141	0.0	0	0	Spanner	3/4	1	1	0											0				
48	48	141	141	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	385		articStaccatoAbove					0				
48	48	424/3	424/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	386		articStaccatoAbove					0				
48	48	425/3	425/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	387		articStaccatoAbove					0				
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	388		articStaccatissimoAbove					0				
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	389		articAccentAbove					0				
48	48	141	141	0.0	0	0	Spanner	3/4	2	1	0															
48	48	141	141	0.0	0	0	Spanner	3/4	2	1	0									27	27					
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	390					27	27					
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	391					27	27					
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	392					27	27					
49	49	144	144	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	393		articStaccatoAbove					0				
49	49	433/3	433/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	394		articStaccatoAbove					0				
49	49	434/3	434/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	395		articStaccatoAbove					0				
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	396		articStaccatissimoAbove					0				
49	49	146	146	0.0	1/2	1/2	Spanner	3/4	1	1	0															
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	397											
49	49	144	144	0.0	0	0	Spanner	3/4	2	1	0															
49	49	144	144	0.0	0	0	Spanner	3/4	2	1	0									28	28					
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	398					28	28					
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	399					28	28					
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	400					28	28					
50	50	147	147	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	401		articStaccatoBelow									
50	50	442/3	442/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	402		articStaccatoBelow									
50	50	443/3	443/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	403		articStaccatoBelow									
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	404		articStaccatissimoBelow									
50	50	149	149	0.0	1/2	1/2	Spanner	3/4	1	1	0														5	
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	405										5	
50	50	147	147	0.0	0	0	Spanner	3/4	2	1	0															
50	50	147	147	0.3333333333333333	0	0	Chord	3/4	2	1	1/12		1/8	2/3	406											
50	50	442/3	442/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12		1/8	2/3	407											
50	50	443/3	443/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12		1/8	2/3	408											
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	409											
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	410											
51	51	150	150	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	411		articAccentAbove								5	
51	51	150	150	0.0	0	0	Spanner	3/4	2	1	0									29	29					
51	51	150	150	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	412					29	29					
51	51	151	151	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	413					29	29					
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	414					29	29					
52	52	153	153	0.0	0	0	Spanner	3/4	1	1	0															
52	52	153	153	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	415		articStaccatoAbove									
52	52	460/3	460/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	416		articStaccatoAbove									
52	52	461/3	461/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	417		articStaccatoAbove									
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	418		articStaccatoAbove									
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	419		articAccentAbove									
52	52	153	153	0.0	0	0	Spanner	3/4	2	1	0															
52	52	153	153	0.0	0	0	Spanner	3/4	2	1	0									30	30					
52	52	153	153	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	420					30	30					
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	421		articStaccatoAbove			30	30					
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	422		articAccentAbove			30	30					
53	53	156	156	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	423		articStaccatoAbove									
53	53	469/3	469/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	424		articStaccatoAbove									
53	53	470/3	470/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	425		articStaccatoAbove									
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	426											
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	427		articAccentAbove									
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0															
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0									31	31					
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	428					31	31					
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	429					31	31					
53	53	158	158	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	430		articAccentAbove			31	31					
54	54	159	159	0.0	0	0	Dynamic	3/4	1	1	0					ff										
54	54	159	159	0.0	0	0	Spanner	3/4	1	1	0															0
54	54	159	159	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	431											0
54	54	160	160	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	432											0
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	433		articAccentAbove									0
54	54	161	161	0.0	1/2	1/2	Spanner	3/4	1	1	0															
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	434		articStaccatoAbove									
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0															
54	54	159	159	0.0	0	0	Spanner	3/4	2	1	0									32	32					
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	435					32	32					
54	54	160	160	0.0	1/4	1/4	Chord	3/4	2	1	0	acciaccatura	1/8	1	436					32	32					
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	437		articAccentBelow			32	32					
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	438		articStaccatoAbove			32	32					
55	55	162	162	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	439		articAccentAbove									
55	55	163	163	0.0	1/4	1/4	Spanner	3/4	1	1	0														6	
55	55	162	162	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	440		articStaccatoBelow								6	
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	441				28						6	
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	442				28						6	
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	443				28						6	
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	444				28						6	
55	55	162	162	0.0	0	0	Dynamic	3/4	2	1	0					sfz										
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0															
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0									33	33					
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	445		articStaccatoAbove			33	33					
55	55	163	163	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	446				29	33	33					
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	447				29	33	33					
55	55	164	164	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	448				29	33	33					
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	449				29	33	33					
55	55	162	162	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	450					33	33					
56	56	165	165	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	451										6	
56	56	165	165	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	452				28						6	
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	453				28						6	
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	454				28						6	
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	455				28						6	
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	456				28						6	
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	457				28						6	
56	56	165	165	0.0	0	0	Spanner	3/4	2	1	0								29							
56	56	165	165	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	458				29							
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	459				29							
56	56	166	166	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	460				29							
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	461				29							
56	56	167	167	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	462				29							
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	463				29							
57	57	168	168	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	464		articStaccatissimoAbove								6	
57	57	337/2	337/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
57	57	675/4	675/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	465				30							
57	57	169	169	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	466				30							
57	57	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	467				30							
57	57	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	468				30							
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	469				30							
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	470				30							
57	57	168	168	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	471		articStaccatissimoAbove									
57	57	169	169	0.0	1/4	1/4	Spanner	3/4	2	1	0									34	34					
57	57	169	169	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	472					34	34					
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	473					34	34					
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	474				30							
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	475				30							
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	476				30							
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	477				30							
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	478				30							
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	479				30							
58	58	171	171	0.0	0	0	Spanner	3/4	2	1	0															
