mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	TextLine	TextLine_poco stretto	TextLine_slentando	Trill:trill
120	120	359	359	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	944																	
121	121	360	360	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	945																	
121	121	360	360	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	946																	
121	121	360	360	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	947																	
121	121	360	360	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	948		articAccentBelow					142										
121	121	361	361	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	949		articStaccatoAbove															
121	121	725/2	725/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	950							143										
121	121	360	360	0.0	0	0	Spanner	3/4	2	1	0																87	87				
121	121	360	360	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	951		articStaccatoBelow										87	87				
121	121	361	361	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	952		articStaccatoAbove										87	87				
121	121	362	362	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
122	122	363	363	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	953		ornamentShortTrill															
122	122	1455/4	1455/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	954							144										
122	122	364	364	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	955							144										
122	122	365	365	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	956																	
122	122	363	363	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	957																	
122	122	364	364	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	958							145										
122	122	365	365	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	959																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	960																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	961																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	962																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	963																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	964																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	965																	
123	123	366	366	0.0	0	0	Chord	3/4	1	1	0	grace8after	1/8	1	966																	
123	123	366	366	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	967		articAccentBelow															
123	123	367	367	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	968		articStaccatoAbove															
123	123	737/2	737/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	969							146										
123	123	366	366	0.0	0	0	Spanner	3/4	2	1	0																88	88				
123	123	366	366	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	970		articStaccatoBelow										88	88				
123	123	367	367	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	971		articStaccatoAbove										88	88				
123	123	735/2	735/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																					
124	124	369	369	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	972		ornamentShortTrill															
124	124	1479/4	1479/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	973							147										
124	124	370	370	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	974							147										
124	124	371	371	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	975							147										
124	124	369	369	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	976																	
124	124	370	370	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	977							148										
124	124	371	371	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	978																	
125	125	372	372	0.0	0	0	Dynamic	3/4	1	1	0					p						147										
125	125	372	372	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	979		ornamentShortTrill					147										
125	125	1491/4	1491/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	980							147										
125	125	373	373	0.0	1/4	1/4	Spanner	3/4	1	1	0											147							0	0		
125	125	373	373	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	981							147							0	0		
125	125	374	374	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	982							147							0	0		
125	125	372	372	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	983																	
125	125	373	373	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	984																	
125	125	374	374	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	985																	
126	126	375	375	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	986		ornamentShortTrill					147							0	0		
126	126	751/2	751/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	987							147							0	0		
126	126	376	376	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	988							147							0	0		
126	126	377	377	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	989							147							0	0		
126	126	375	375	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	990																	
126	126	376	376	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	991																	
126	126	377	377	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	992																	
127	127	378	378	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	993		ornamentShortTrill					147							0	0		
127	127	757/2	757/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	994							147							0	0		
127	127	379	379	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	995							147							0	0		
127	127	380	380	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	996							147							0	0		
127	127	378	378	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	997																	
127	127	379	379	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	998																	
127	127	380	380	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	999																	
128	128	381	381	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1000		ornamentShortTrill					147							0	0		
128	128	763/2	763/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1001							147							0	0		
128	128	382	382	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1002							147							0	0		
128	128	383	383	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1003							147							0	0		
128	128	381	381	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1004																	
128	128	382	382	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1005																	
128	128	383	383	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1006																	
129	129	384	384	0.0	0	0	Spanner	3/4	1	1	0											147										
129	129	384	384	0.0	0	0	Spanner	3/4	1	1	0											147	2									
129	129	384	384	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1007							147	2									
129	129	384	384	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1008							147	2									
129	129	1539/4	1539/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1009							147	2									
129	129	385	385	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1010							147	2									
129	129	386	386	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1011							147	2									
129	129	384	384	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1012																	
129	129	385	385	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1013																	
129	129	386	386	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1014																	
130	130	387	387	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1015							147	2									
130	130	387	387	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1016							147	2									
130	130	1551/4	1551/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1017							147	2									
130	130	388	388	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1018							147	2									
130	130	389	389	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1019							147	2									
130	130	387	387	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1020																	
130	130	388	388	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1021																	
130	130	389	389	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1022																	
131	131	390	390	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1023							147	2									
131	131	390	390	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1024							147	2									
131	131	1563/4	1563/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1025							147	2									
131	131	391	391	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1026							147	2									
131	131	392	392	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1027							147	2									
131	131	390	390	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1028																	
131	131	391	391	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1029																	
131	131	392	392	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1030																	
132	132	393	393	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	1031							147	2									
132	132	393	393	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1032							147	2									
132	132	1575/4	1575/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1033							147	2									
132	132	394	394	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1034							147	2									
132	132	395	395	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1035								2									
132	132	393	393	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1036																	
132	132	394	394	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1037																	
132	132	395	395	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1038																	
133	133	396	396	0.0	0	0	Spanner	3/4	1	1	0																					
133	133	396	396	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1039		articAccentBelow					149										
133	133	398	398	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1040							149										
133	133	797/2	797/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1041							149										
133	133	396	396	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1042																	
133	133	396	396	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1043																	
133	133	396	396	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1044							150										
133	133	1587/4	1587/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1045							150										
133	133	397	397	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1046							150										
133	133	398	398	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1047																	
134	134	399	399	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1048		articAccentBelow					149										
134	134	1599/4	1599/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1049							149										
134	134	400	400	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1050							149										
134	134	401	401	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1051																	
134	134	399	399	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1052																	
134	134	399	399	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1053																	
134	134	399	399	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1054							151										
134	134	1599/4	1599/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1055							151										
134	134	400	400	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1056							151										
134	134	401	401	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1057																	
135	135	402	402	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	1058							152										
135	135	404	404	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1059							152										
135	135	809/2	809/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1060							152										
135	135	402	402	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1061																	
135	135	402	402	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1062		articAccentAbove															
135	135	402	402	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1063							153										
135	135	1611/4	1611/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1064							153										
135	135	403	403	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1065							153										
135	135	404	404	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1066																	
136	136	405	405	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1067							152										
136	136	1623/4	1623/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1068							152										
136	136	406	406	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1069																	
136	136	407	407	0.0	1/2	1/2	Spanner	3/4	1	1	0																		1		1	
136	136	407	407	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1070														1		1	
136	136	405	405	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	1071														1		1	
136	136	405	405	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1072		articAccentAbove															
136	136	405	405	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	1073							154										
136	136	1623/4	1623/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	1074							154										
136	136	406	406	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	1075																	
137	137	408	408	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1076							155							1		1	
137	137	817/2	817/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1077							155							1		1	
137	137	409	409	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1078							155							1		1	
137	137	410	410	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1079							155							1		1	
138	138	411	411	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1080							155							1		1	
138	138	823/2	823/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1081							155							1		1	
138	138	412	412	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1082							155							1		1	
138	138	413	413	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1083							155							1		1	
139	139	414	414	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	1084														1		1	
139	139	417	417	0.0	3/4	3/4	Spanner	3/4	1	1	0																					
139	139	414	414	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	1085																	
