mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
70	70	207	207	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	469								59						
70	70	622/3	622/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	470								59						
70	70	623/3	623/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	471								59						
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	472														
70	70	419/2	419/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	473														
70	70	207	207	0.0	0	0	Spanner	3/4	2	1	0																		
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	474														
70	70	207	207	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	475								60						
71	71	210	210	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	476								61						
71	71	631/3	631/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	477								61						
71	71	632/3	632/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	478								61						
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	479														
71	71	425/2	425/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	480								62						
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0																	44	44
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	481		articStaccatoBelow											44	44
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	482													44	44
71	71	212	212	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
72	72	213	213	0.0	0	0	Spanner	3/4	1	1	0												62			0			
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	483								62			0			
72	72	427/2	427/2	0.0	1/8	1/8	Spanner	3/4	1	1	0												62						
72	72	427/2	427/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	484								62						
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	485								62						
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	486								62						
73	73	216	216	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	487		articAccentAbove												
73	73	216	216	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	488		articStaccatoBelow												
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	489		articStaccatoBelow												
74	74	219	219	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	490														
74	74	219	219	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	491		articStaccatoBelow												
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	492		articStaccatoBelow												
75	75	222	222	0.0	0	0	StaffText	3/4	1	1	0							slentando											
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	493								63						
75	75	445/2	445/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	494								63						
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	495								63						
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	496								63						
75	75	222	222	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	497														
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	498														
76	76	451/2	451/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	499								64						
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	500								64						
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	501														
76	76	225	225	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	502														
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0														6				
77	77	228	228	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	503										6				
77	77	228	228	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	504		articStaccatoBelow								6				
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	505		articStaccatoBelow								6				
78	78	231	231	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	506										6				
78	78	231	231	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	507		articStaccatoBelow								6				
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	508		articStaccatoBelow								6				
79	79	234	234	0.0	0	0	Dynamic	3/4	1	1	0					f													
79	79	234	234	0.0	0	0	Tempo	3/4	1	1	0									atempo	120.0	1.0							
79	79	234	234	0.0	0	0	StaffText	3/4	1	1	0							risoluto											
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	509														
79	79	469/2	469/2	0.0	1/8	1/8	Spanner	3/4	1	1	0														7				
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	510								65		7				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	511								65		7				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	512								65		7				
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																		
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																	45	45
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	513		articStaccatoBelow											45	45
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	514								66					45	45
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	515								66					45	45
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	516													45	45
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	517		ornamentShortTrill								7				
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	518								67		7				
80	80	238	238	0.0	1/4	1/4	Spanner	3/4	1	1	0												67						
80	80	238	238	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	519								67						
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																	46	46
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																	46	46
80	80	237	237	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	520		articStaccatoBelow											46	46
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	521								68					46	46
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	522								68					46	46
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	523													46	46
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	524														
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	525								69						
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	526								69						
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527								69						
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																		
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																	47	47
81	81	240	240	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	528		articStaccatoBelow											47	47
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	529								70					47	47
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	530								70					47	47
81	81	242	242	0.0	1/2	1/2	Spanner	3/4	2	1	0																		
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	531														
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	532		articStaccatoBelow												
82	82	975/4	975/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																3		
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	533								71				3		
82	82	244	244	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	534								71				3		
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																	48	48
82	82	243	243	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	535		articStaccatoBelow											48	48
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	536								72					48	48
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	537								72					48	48
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	538													48	48
83	83	246	246	0.0	0	0	Dynamic	3/4	1	1	0					pp													
83	83	246	246	0.0	0	0	Spanner	3/4	1	1	0																		
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	539		articStaccatoAbove												
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	540								73						
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	541								73						
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	542								73						
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																		
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																	49	49
83	83	246	246	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	543		articStaccatoBelow											49	49
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	544								74					49	49
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	545								74					49	49
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	546													49	49
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	547														
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	548								75						
84	84	250	250	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	549														
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																		
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																	50	50
84	84	249	249	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	550		articStaccatoBelow											50	50
84	84	999/4	999/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	551								76					50	50
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552								76					50	50
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553													50	50
85	85	252	252	0.0	0	0	Dynamic	3/4	1	1	0					ff													
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	554														
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	555								77						
85	85	253	253	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	556														
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																		
85	85	252	252	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	557		articStaccatoBelow												
85	85	1011/4	1011/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	558								78						
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	559								78						
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	560														
86	86	255	255	0.0	0	0	Dynamic	3/4	1	1	0					pp													
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	561														
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	562								79						
86	86	256	256	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	563														
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																	51	51
86	86	255	255	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	564		articStaccatoBelow											51	51
86	86	1023/4	1023/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	565								80					51	51
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	566								80					51	51
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	567													51	51
87	87	258	258	0.0	0	0	Dynamic	3/4	1	1	0					f													
87	87	258	258	0.0	0	0	Spanner	3/4	1	1	0														8				
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	568										8				
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	569								81		8				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	570								81		8				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	571								81		8				
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																		
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																	52	52
87	87	258	258	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	572		articStaccatoBelow											52	52
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	573								82					52	52
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	574								82					52	52
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575													52	52
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576		articStaccatoAbove								8				
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	577								83		8				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	578								83		8				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	579								83		8				
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																		
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																	53	53
88	88	261	261	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	580		articStaccatoBelow											53	53
88	88	1047/4	1047/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	581								84					53	53
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	582								84					53	53
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	583													53	53
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0																		
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	584		articStaccatoAbove												
89	89	1059/4	1059/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																4		
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	585		ornamentShortTrill						85				4		
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	586								85				4		
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	587								85				4		
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																		
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																	54	54
89	89	264	264	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	588		articStaccatoBelow											54	54
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	589								86					54	54
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	590								86					54	54
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	591													54	54
90	90	267	267	0.0	0	0	Spanner	3/4	1	1	0																		
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	592		articStaccatoAbove												
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	593								87						
90	90	268	268	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	594		articAccentBelow						87						
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																		
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																	55	55
90	90	267	267	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	595		articStaccatoBelow											55	55
90	90	1071/4	1071/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	596								88					55	55
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	597								88					55	55
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	598													55	55
91	91	270	270	0.0	0	0	Dynamic	3/4	1	1	0					pp							87						
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	599								87						
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	600								87						
91	91	271	271	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	601								87						
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	602								87						
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																		
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																	56	56
91	91	270	270	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	603		articStaccatoBelow											56	56
91	91	541/2	541/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	604								89					56	56
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	605								89					56	56
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	606													56	56
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	607								87						
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	608								87						
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	609								87						
92	92	275	275	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	610								87						
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0																		
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0																	57	57
92	92	273	273	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	611		articStaccatoBelow											57	57
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	612								90					57	57
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	613								90					57	57
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	614													57	57
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	615		articStaccatoAbove												
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	616		ornamentShortTrill						91						
93	93	277	277	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	617								91						
93	93	278	278	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	618								91						
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																		
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																	58	58
93	93	276	276	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	619													58	58
93	93	1107/4	1107/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	620								92					58	58
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	621								92					58	58
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	622													58	58
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	623								91						
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	624								91						
94	94	280	280	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	625								91						
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																		
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																	59	59
94	94	279	279	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	626		articStaccatoBelow											59	59
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	627								93					59	59
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	628								93					59	59
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	629								93					59	59
95	95	282	282	0.0	0	0	Dynamic	3/4	1	1	0					f													
95	95	282	282	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	630		articAccentBelow												
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																		
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																	60	60
95	95	282	282	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	631													60	60
95	95	285	285	0.0	3/4	3/4	Spanner	3/4	2	1	0																		
