mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
31	30	90	90	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	247		articAccentAbove							37						
31	30	88	88	0.0		0	0	Spanner	3/4	2	1	0																			
31	30	88	88	0.0		0	0	Spanner	3/4	2	1	0																		16	16
31	30	88	88	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	248														16	16
31	30	89	89	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	249														16	16
31	30	90	90	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	250														16	16
32	31	91	91	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	251		articStaccatoAbove													
32	31	367/4	367/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	252									38						
32	31	92	92	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	253									38						
32	31	185/2	185/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	254									38						
32	31	93	93	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	255		articAccentAbove													
32	31	91	91	0.0		0	0	Spanner	3/4	2	1	0																			
32	31	91	91	0.0		0	0	Spanner	3/4	2	1	0																		17	17
32	31	91	91	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	256														17	17
32	31	92	92	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	257														17	17
32	31	93	93	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258														17	17
33	32	94	94	0.0		0	0	Dynamic	3/4	1	1	0					f														
33	32	94	94	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	259															
33	32	94	94	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	260		articAccentAbove													
33	32	95	95	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	261															
33	32	383/4	383/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	262									39						
33	32	96	96	0.0		1/2	1/2	Spanner	3/4	1	1	0																3			
33	32	96	96	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	263												3			
33	32	387/4	387/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	264									40			3			
33	32	94	94	0.0		0	0	Spanner	3/4	2	1	0																			
33	32	94	94	0.0		0	0	Spanner	3/4	2	1	0																		18	18
33	32	94	94	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	265														18	18
33	32	95	95	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	266														18	18
33	32	96	96	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	267									41					18	18
34	33	97	97	0.0		0	0	Spanner	3/4	1	1	0																			
34	33	97	97	0.0		0	0	Spanner	3/4	1	1	0															0				
34	33	97	97	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	268											0				
34	33	783/8	783/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	269									42		0				
34	33	98	98	0.0		1/4	1/4	Spanner	3/4	1	1	0																			
34	33	98	98	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	270															
34	33	791/8	791/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	271									43						
34	33	99	99	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	272															
34	33	799/8	799/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	273									44						
34	33	97	97	0.0		0	0	Spanner	3/4	2	1	0																			
34	33	97	97	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	274															
34	33	98	98	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	275															
34	33	99	99	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	276									45						
35	34	100	100	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	277															
35	34	807/8	807/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	278									46						
35	34	101	101	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	279															
35	34	815/8	815/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	280									47						
35	34	102	102	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	281															
35	34	823/8	823/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	282									48						
35	34	100	100	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	283															
35	34	101	101	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	284															
35	34	102	102	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	285															
36	35	103	103	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	286															
36	35	831/8	831/8	0.0		7/32	7/32	StaffText	3/4	1	1	0							accelerando, ritenuto												
36	35	831/8	831/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	287									49						
36	35	104	104	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	288															
36	35	839/8	839/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	289									50						
36	35	105	105	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	290															
36	35	847/8	847/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	291									51						
36	35	103	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	292															
36	35	104	104	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	293															
37	36	106	106	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	294															
37	36	855/8	855/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	295									52						
37	36	107	107	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	296															
37	36	863/8	863/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	297									53						
37	36	108	108	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	298															
37	36	871/8	871/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	299									54						
38	37	109	109	0.0		0	0	StaffText	3/4	1	1	0							a tempo												
38	37	109	109	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	300									55						
38	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	301									55						
38	37	111	111	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	302									55						
38	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	303									55						
38	37	109	109	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	304		articAccentBelow													
38	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	305															
38	37	111	111	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	306															
38	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	307															
38	37	109	109	0.0		0	0	Spanner	3/4	2	1	0																		19	19
38	37	109	109	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	308		articStaccatoBelow												19	19
38	37	110	110	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	309														19	19
38	37	111	111	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	310														19	19
39	38	112	112	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	311									55						
39	38	451/4	451/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	312									55						
39	38	113	113	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	313															
39	38	114	114	0.0		1/2	1/2	Spanner	3/4	1	1	0														1					
39	38	114	114	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	314		articAccentAbove								1					
39	38	112	112	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	315										1					
39	38	451/4	451/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	316										1					
39	38	113	113	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	317										1					
39	38	114	114	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	318										1					
39	38	112	112	0.0		0	0	Spanner	3/4	2	1	0																			
39	38	112	112	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	319		articStaccatoBelow													
39	38	113	113	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	320															
39	38	114	114	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	321															
40	39	115	115	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	322									56	1					
40	39	233/2	233/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	323									56	1					
40	39	117	117	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	324									56	1					
40	39	235/2	235/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	325									56	1					
40	39	115	115	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	326										1					
40	39	233/2	233/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	327										1					
40	39	117	117	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	328										1					
40	39	235/2	235/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	329										1					
40	39	115	115	0.0		0	0	Spanner	3/4	2	1	0																		20	20
40	39	115	115	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	330		articStaccatoBelow												20	20
40	39	116	116	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	331														20	20
40	39	117	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	332														20	20
41	40	118	118	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	333									56	1					
41	40	475/4	475/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	334									56	1					
41	40	119	119	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	335		articStaccatoAbove								1					
41	40	120	120	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	336		articAccentAbove							57	1					
41	40	118	118	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	337										1					
41	40	475/4	475/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	338										1					
41	40	119	119	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	339										1					
41	40	120	120	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	340										1					
41	40	118	118	0.0		0	0	Spanner	3/4	2	1	0																			
41	40	118	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	341															
41	40	119	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	342															
41	40	120	120	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	343															
42	41	121	121	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	344									57	1					
42	41	245/2	245/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	345									57	1					
42	41	123	123	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	346									57	1					
42	41	247/2	247/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	347									57	1					
42	41	121	121	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	348										1					
42	41	245/2	245/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	349										1					
42	41	123	123	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	350										1					
42	41	247/2	247/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	351										1					
42	41	121	121	0.0		0	0	Spanner	3/4	2	1	0																		21	21
42	41	121	121	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	352														21	21
42	41	122	122	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353														21	21
42	41	123	123	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354														21	21
43	42	124	124	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	355									57	1					
43	42	499/4	499/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	356									57	1					
43	42	125	125	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	357		articStaccatoAbove								1					
43	42	126	126	0.0		1/2	1/2	Spanner	3/4	1	1	0																			
43	42	124	124	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	358															
43	42	499/4	499/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	359															
43	42	125	125	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	360															
43	42	126	126	0.0		1/2	1/2	Dynamic	3/4	1	2	0					ff														
43	42	126	126	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	361									58						
43	42	124	124	0.0		0	0	Spanner	3/4	2	1	0																			
43	42	125	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	362															
43	42	126	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	363															
43	42	124	124	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	364									59						
44	43	127	127	0.0		0	0	Spanner	3/4	1	1	0																4			
44	43	127	127	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	365												4			
44	43	511/4	511/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	366												4			
44	43	128	128	0.0		1/4	1/4	Spanner	3/4	1	1	0																			
44	43	128	128	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	367															
44	43	129	129	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p														
44	43	129	129	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	368		articAccentBelow													
44	43	127	127	0.0		0	0	Spanner	3/4	2	1	0																		22	22
44	43	127	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	369														22	22
44	43	128	128	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	370		articAccentBelow												22	22
44	43	129	129	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	371														22	22
45	44	130	130	0.0		0	0	Spanner	3/4	1	1	0																5			
45	44	130	130	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	372												5			
45	44	263/2	263/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	373												5			
45	44	132	132	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	374												5			
45	44	397/3	397/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	375												5			
45	44	398/3	398/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	376												5			
45	44	130	130	0.0		0	0	Spanner	3/4	2	1	0																			
45	44	130	130	0.0		0	0	Spanner	3/4	2	1	0																		23	23
45	44	130	130	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	377		articStaccatoBelow												23	23
45	44	131	131	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378														23	23
45	44	132	132	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	379														23	23
46	45	133	133	0.0		0	0	Spanner	3/4	1	1	0																			
46	45	133	133	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	380									60						
46	45	269/2	269/2	0.0		3/8	3/8	StaffText	3/4	1	1	0							più agitato e stretto						60						
46	45	269/2	269/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	381									60						
46	45	135	135	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	382									60						
46	45	271/2	271/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	383									60						
46	45	133	133	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	384															
46	45	267/2	267/2	0.0		1/8	1/8	Chord	3/4	1	2	0	acciaccatura	1/8	1	385															
46	45	267/2	267/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	386															
46	45	134	134	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	387															
46	45	269/2	269/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	388															
46	45	135	135	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	389															
46	45	271/2	271/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	390															
46	45	133	133	0.0		0	0	Spanner	3/4	2	1	0																			
46	45	133	133	0.0		0	0	Spanner	3/4	2	1	0																		24	24
46	45	133	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	391		articStaccatoBelow												24	24
46	45	134	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	392														24	24
46	45	135	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	393														24	24
47	46	136	136	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	394									60						
47	46	547/4	547/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	395									60						
47	46	137	137	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	396															
47	46	138	138	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	397															
47	46	415/3	415/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	398															
47	46	416/3	416/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	399															
47	46	136	136	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	400															
47	46	547/4	547/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	401															
47	46	137	137	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	402															
47	46	138	138	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	403		articAccentBelow													
47	46	136	136	0.0		0	0	Spanner	3/4	2	1	0																			
47	46	136	136	0.0		0	0	Spanner	3/4	2	1	0																		25	25
47	46	136	136	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	404		articStaccatoBelow												25	25
47	46	137	137	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	405														25	25
47	46	138	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	406														25	25
48	47	139	139	0.0		0	0	Spanner	3/4	1	1	0														2					
48	47	139	139	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	407									61	2					
48	47	279/2	279/2	0.0		1/8	1/8	Spanner	3/4	1	1	0													61						
48	47	281/2	281/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	408									61						
48	47	141	141	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	409									61						
48	47	283/2	283/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	410									61						
48	47	139	139	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	411															
48	47	279/2	279/2	0.0		1/8	1/8	Chord	3/4	1	2	0	acciaccatura	1/8	1	412															
48	47	279/2	279/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	413															
48	47	140	140	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	414															
48	47	281/2	281/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	415															
48	47	141	141	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	416															
48	47	283/2	283/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	417															
48	47	139	139	0.0		0	0	Spanner	3/4	2	1	0																			
48	47	139	139	0.0		0	0	Spanner	3/4	2	1	0																		26	26
48	47	139	139	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	418														26	26
48	47	140	140	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	419														26	26
48	47	141	141	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420														26	26
49	48	142	142	0.0		0	0	Spanner	3/4	1	1	0													61			6			
49	48	142	142	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	421									61			6			
49	48	571/4	571/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	422									61			6			
49	48	143	143	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	423												6			
49	48	144	144	0.0		1/2	1/2	Spanner	3/4	1	1	0																			
49	48	144	144	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	424															
49	48	433/3	433/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	425															
49	48	434/3	434/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	426															
49	48	142	142	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	427															
49	48	571/4	571/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	428															
49	48	143	143	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	429															
49	48	144	144	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	430		articAccentBelow													
49	48	142	142	0.0		0	0	Spanner	3/4	2	1	0																			
49	48	142	142	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	431															
49	48	143	143	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	432															
49	48	144	144	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	433															
50	49	145	145	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	434									62						
50	49	293/2	293/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	435									62						
50	49	147	147	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	436									62						
50	49	295/2	295/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	437									62						
50	49	145	145	0.5		0	0	Chord	3/4	1	2	1/8		1/8	1	438															
50	49	291/2	291/2	0.0		1/8	1/8	Chord	3/4	1	2	0	acciaccatura	1/8	1	439															
50	49	291/2	291/2	0.5		1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	440															
50	49	146	146	0.5		1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	441															
50	49	293/2	293/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	442															
50	49	147	147	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	443															
50	49	295/2	295/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	444															
50	49	145	145	0.0		0	0	Spanner	3/4	2	1	0																		27	27
50	49	145	145	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	445														27	27
50	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	446														27	27
50	49	147	147	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
50	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	447															
51	50	148	148	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	448									62						
51	50	595/4	595/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	449									62						
51	50	149	149	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	450															
51	50	148	148	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	451															
51	50	595/4	595/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	452															
51	50	149	149	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	453															
51	50	150	150	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	454									63						
51	50	149	149	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	455															
51	50	148	148	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	456															
51	50	150	150	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	457															
52	51	151	151	0.0		0	0	Dynamic	3/4	1	1	0					ff														
52	51	151	151	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	458															
52	51	607/4	607/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	459															
52	51	152	152	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	460															
52	51	153	153	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	461									64						
52	51	151	151	0.0		0	0	Spanner	3/4	2	1	0																		28	28
52	51	151	151	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	462														28	28
52	51	152	152	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	463														28	28
52	51	153	153	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	464														28	28
53	52		154	3.0	1	0	0	Chord	3/4	1	1	3/4		1/2	3/2	465									65						
53	52		154	0.0	1	0	0	Spanner	3/4	2	1	0																			
53	52		154	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	466															
53	52		155	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	467															
53	52		156	1.0	1	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	468		articAccentAbove													
54	52	154	157	2.0	2	0	0	Chord	3/4	1	1	1/2		1/2	1	469															
54	52	156	159	0.0	2	1/2	1/2	Dynamic	3/4	1	1	0					p														
54	52	156	159	1.0	2	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	470		articAccentAbove													
54	52	154	157	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	471															
54	52	155	158	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	472															
54	52	156	159	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	473															
55	53	157	160	0.0		0	0	StaffText	3/4	1	1	0							legato												
55	53	157	160	0.0		0	0	StaffText	3/4	1	1	0							sotto voce												
55	53	157	160	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	474									66						
55	53	158	161	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	475									66						
55	53	319/2	325/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	476									66						
55	53	157	160	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	477									67						
55	53	158	161	1.5		1/4	1/4	Chord	3/4	2	1	3/8		1/4	3/2	478									67						
55	53	319/2	325/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	479									67						
56	54	160	163	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	480									66						
56	54	321/2	327/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	481									66						
56	54	161	164	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	482															
56	54	162	165	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	483									68						
56	54	160	163	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	484									67						
56	54	321/2	327/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	485									67						
56	54	161	164	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	486															
56	54	162	165	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	487									69						
57	55	163	166	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	488									68						
57	55	327/2	333/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	489									68						
57	55	164	167	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	490									68						
57	55	165	168	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	491									68						
57	55	331/2	337/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	492									68						
57	55	163	166	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	493									69						
57	55	327/2	333/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	494									69						
