mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
73	72		214	0.0	1	0	0	Spanner	3/4	2	1	0												71	71				
73	72		214	1.0	1	0	0	Chord	3/4	2	1	1/4		1/4	1	733								71	71				
73	72		215	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	734								71	71				
73	72		216	1.0	1	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	735								71	71				
74	72	214	217	0.3333333333333333	2	0	0	Chord	3/4	1	1	1/12		1/8	2/3	736							59						
74	72	643/3	652/3	0.3333333333333333	2	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	737							59						
74	72	644/3	653/3	0.3333333333333333	2	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	738							59						
74	72	215	218	1.5	2	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	739							59						
74	72	433/2	439/2	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	740													
74	72	215	218	2.0	2	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	741													
74	72	215	218	1.0	2	1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	742							60						
74	72	216	219	1.0	2	1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	743													
74	72	214	217	0.0	2	0	0	Spanner	3/4	2	1	0																	
74	72	214	217	0.0	2	0	0	Spanner	3/4	2	1	0												72	72				
74	72	214	217	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	744								72	72				
74	72	215	218	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	745								72	72				
74	72	216	219	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	746								72	72				
75	73	217	220	0.0		0	0	Dynamic	3/4	1	1	0					f												
75	73	217	220	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	747							61						
75	73	435/2	441/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	748							61						
75	73	218	221	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	749							61						
75	73	437/2	443/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	750							61						
75	73	219	222	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	751							61						
75	73	439/2	445/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	752							61						
75	73	218	221	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	753													
75	73	219	222	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	754													
75	73	217	220	0.0		0	0	Spanner	3/4	2	1	0																	
75	73	217	220	0.0		0	0	Spanner	3/4	2	1	0												73	73				
75	73	217	220	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	755								73	73				
75	73	218	221	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	756								73	73				
75	73	219	222	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	757								73	73				
76	74	220	223	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	758							61						
76	74	220	223	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	759							61						
76	74	220	223	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	760							61						
76	74	221	224	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	761							61						
76	74	443/2	449/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	762							61						
76	74	222	225	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	763							61						
76	74	445/2	451/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	764													
76	74	221	224	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	765													
76	74	222	225	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	766		articAccentBelow											
76	74	220	223	0.0		0	0	Spanner	3/4	2	1	0																	
76	74	220	223	0.0		0	0	Spanner	3/4	2	1	0												74	74				
76	74	220	223	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	767								74	74				
76	74	221	224	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	768								74	74				
76	74	222	225	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	769								74	74				
77	75	223	226	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	770							62						
77	75	447/2	453/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	771							62						
77	75	224	227	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	772							62						
77	75	673/3	682/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	773							62						
77	75	674/3	683/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	774							62						
77	75	225	228	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	775							62						
77	75	451/2	457/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	776													
77	75	224	227	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	777													
77	75	225	228	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	778		articAccentBelow											
77	75	223	226	0.0		0	0	Spanner	3/4	2	1	0																	
77	75	223	226	0.0		0	0	Spanner	3/4	2	1	0												75	75				
77	75	223	226	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	779								75	75				
77	75	224	227	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	780								75	75				
77	75	225	228	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	781								75	75				
78	76	226	229	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	782							63						
78	76	228	231	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	783													
78	76	227	230	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	784													
78	76	228	231	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	785		articAccentBelow											
78	76	226	229	0.0		0	0	Spanner	3/4	2	1	0																	
78	76	226	229	0.0		0	0	Spanner	3/4	2	1	0												76	76				
78	76	226	229	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	786								76	76				
78	76	227	230	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	787								76	76				
78	76	228	231	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	788								76	76				
79	77	229	232	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	789							64						
79	77	459/2	465/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	790							64						
79	77	230	233	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	791							64						
79	77	461/2	467/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	792							64						
79	77	231	234	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	793							64						
79	77	463/2	469/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	794							64						
79	77	230	233	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	795													
79	77	231	234	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	796		articAccentBelow											
79	77	229	232	0.0		0	0	Spanner	3/4	2	1	0																	
79	77	229	232	0.0		0	0	Spanner	3/4	2	1	0												77	77				
79	77	229	232	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	797								77	77				
79	77	230	233	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	798								77	77				
79	77	231	234	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	799								77	77				
80	78	232	235	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	800							64						
80	78	232	235	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	801							64						
80	78	232	235	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	802							64						
80	78	233	236	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	803							64						
80	78	467/2	473/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	804							64						
80	78	234	237	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	805							64						
80	78	469/2	475/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	806													
80	78	233	236	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	807													
80	78	234	237	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	808		articAccentBelow											
80	78	232	235	0.0		0	0	Spanner	3/4	2	1	0																	
80	78	232	235	0.0		0	0	Spanner	3/4	2	1	0												78	78				
80	78	232	235	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	809		articStaccatoBelow						78	78				
80	78	233	236	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	810								78	78				
80	78	234	237	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	811								78	78				
81	79	235	238	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	812							65						
81	79	471/2	477/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	813							65						
81	79	236	239	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	814							65						
81	79	709/3	718/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	815							65						
81	79	710/3	719/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	816							65						
81	79	237	240	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	817							65						
81	79	475/2	481/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	818													
81	79	236	239	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	819													
81	79	237	240	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	820		articAccentBelow											
81	79	235	238	0.0		0	0	Spanner	3/4	2	1	0																	
81	79	235	238	0.0		0	0	Spanner	3/4	2	1	0												79	79				
81	79	235	238	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	821								79	79				
81	79	236	239	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	822								79	79				
81	79	237	240	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	823								79	79				
82	80	238	241	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	824		articAccentAbove											
82	80	239	242	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	825													
82	80	240	243	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	826		articAccentBelow											
82	80	238	241	0.0		0	0	Spanner	3/4	2	1	0																	
82	80	238	241	0.0		0	0	Spanner	3/4	2	1	0												80	80				
82	80	238	241	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	827								80	80				
82	80	239	242	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	828								80	80				
82	80	240	243	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	829								80	80				
83	81	241	244	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	830							66						
83	81	483/2	489/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	831							66						
83	81	242	245	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	832							66						
83	81	485/2	491/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	833							66						
83	81	243	246	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	834							66						
83	81	487/2	493/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	835							66						
83	81	241	244	0.0		0	0	Dynamic	3/4	1	2	0					pp												
83	81	241	244	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	836													
83	81	242	245	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	837													
83	81	243	246	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	838													
83	81	241	244	0.0		0	0	Spanner	3/4	2	1	0																	
83	81	241	244	0.0		0	0	Spanner	3/4	2	1	0												81	81				
83	81	241	244	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	839								81	81				
83	81	242	245	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	840								81	81				
83	81	243	246	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	841								81	81				
84	82	244	247	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	842							66						
84	82	244	247	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	843							66						
84	82	244	247	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	844							66						
84	82	245	248	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	845							66						
84	82	491/2	497/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	846							66						
84	82	246	249	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	847							66						
84	82	493/2	499/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	848													
84	82	245	248	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	849													
84	82	246	249	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	850													
84	82	244	247	0.0		0	0	Spanner	3/4	2	1	0																	
84	82	244	247	0.0		0	0	Spanner	3/4	2	1	0												82	82				
84	82	244	247	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	851								82	82				
84	82	245	248	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	852								82	82				
84	82	246	249	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	853								82	82				
85	83	247	250	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	854							67						
85	83	495/2	501/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	855							67						
85	83	248	251	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	856							67						
85	83	745/3	754/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	857							67						
85	83	746/3	755/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	858							67						
85	83	249	252	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	859							67						
85	83	499/2	505/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	860													
85	83	248	251	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	861													
85	83	249	252	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	862													
85	83	247	250	0.0		0	0	Spanner	3/4	2	1	0																	
85	83	247	250	0.0		0	0	Spanner	3/4	2	1	0												83	83				
85	83	247	250	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	863								83	83				
85	83	248	251	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	864								83	83				
85	83	249	252	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	865								83	83				
86	84	250	253	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	866		articAccentAbove					68						
86	84	252	255	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	867													
86	84	251	254	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	868													
86	84	252	255	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	869													
86	84	250	253	0.0		0	0	Spanner	3/4	2	1	0												84	84				
86	84	250	253	0.0		0	0	Spanner	3/4	2	1	0												84	84				
86	84	250	253	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	870		articStaccatoBelow						84	84				
86	84	251	254	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	871								84	84				
86	84	252	255	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	872								84	84				
87	85	253	256	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	873							69						
87	85	507/2	513/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	874							69						
87	85	254	257	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	875							69						
87	85	509/2	515/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	876							69						
87	85	255	258	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	877							69						
87	85	511/2	517/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	878							69						
87	85	254	257	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	879													
87	85	255	258	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	880													
87	85	253	256	0.0		0	0	Spanner	3/4	2	1	0																	
87	85	253	256	0.0		0	0	Spanner	3/4	2	1	0												85	85				
87	85	253	256	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	881								85	85				
87	85	254	257	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	882								85	85				
87	85	255	258	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	883								85	85				
88	86	256	259	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	884							69						
88	86	256	259	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	885							69						
88	86	256	259	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	886							69						
88	86	257	260	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	887							69						
88	86	515/2	521/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	888							69						
88	86	258	261	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	889							69						
88	86	517/2	523/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	890													
88	86	257	260	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	891													
88	86	258	261	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	892													
88	86	256	259	0.0		0	0	Spanner	3/4	2	1	0																	
88	86	256	259	0.0		0	0	Spanner	3/4	2	1	0												86	86				
88	86	256	259	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	893		articStaccatoBelow						86	86				
88	86	257	260	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	894								86	86				
88	86	258	261	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	895								86	86				
89	87	259	262	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	896							70						
89	87	519/2	525/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	897							70						
89	87	260	263	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	898							70						
89	87	781/3	790/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	899							70						
89	87	782/3	791/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	900							70						
89	87	261	264	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	901							70						
89	87	523/2	529/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	902													
89	87	260	263	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	903													
89	87	261	264	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	904													
89	87	259	262	0.0		0	0	Spanner	3/4	2	1	0																	
89	87	259	262	0.0		0	0	Spanner	3/4	2	1	0												87	87				
89	87	259	262	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	905								87	87				
89	87	260	263	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	906								87	87				
89	87	261	264	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	907								87	87				
90	88	262	265	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	908		articAccentAbove											
90	88	263	266	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	909													
90	88	264	267	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	910													
90	88	262	265	0.0		0	0	Spanner	3/4	2	1	0																	
90	88	262	265	0.0		0	0	Spanner	3/4	2	1	0												88	88				
90	88	262	265	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	911		articStaccatoBelow						88	88				
90	88	263	266	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	912								88	88				
90	88	264	267	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	913								88	88				
91	89	265	268	0.0		0	0	Dynamic	3/4	1	1	0					f												
91	89	265	268	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	914							71						
91	89	531/2	537/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	915							71						
91	89	266	269	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	916							71						
91	89	533/2	539/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	917							71						
91	89	267	270	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	918							71						
91	89	535/2	541/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	919							71						
91	89	266	269	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	920													
91	89	267	270	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	921													
91	89	265	268	0.0		0	0	Spanner	3/4	2	1	0																	
91	89	265	268	0.0		0	0	Spanner	3/4	2	1	0												89	89				
91	89	265	268	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	922								89	89				
91	89	266	269	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	923								89	89				
91	89	267	270	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	924								89	89				
92	90	268	271	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	925							71						
92	90	268	271	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	926							71						
92	90	268	271	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	927							71						
92	90	269	272	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	928							71						
92	90	539/2	545/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	929							71						
92	90	270	273	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	930							71						
92	90	541/2	547/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	931													
92	90	269	272	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	932													
92	90	270	273	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	933		articAccentBelow											
92	90	268	271	0.0		0	0	Spanner	3/4	2	1	0																	
92	90	268	271	0.0		0	0	Spanner	3/4	2	1	0												90	90				
92	90	268	271	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	934								90	90				
92	90	269	272	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	935								90	90				
92	90	270	273	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	936								90	90				
93	91	271	274	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	937							72						
93	91	543/2	549/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	938							72						
93	91	272	275	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	939							72						
93	91	817/3	826/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	940							72						
93	91	818/3	827/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	941							72						
93	91	273	276	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	942							72						
93	91	547/2	553/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	943													
93	91	272	275	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	944													
93	91	273	276	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	945		articAccentBelow											
93	91	271	274	0.0		0	0	Spanner	3/4	2	1	0																	
93	91	271	274	0.0		0	0	Spanner	3/4	2	1	0												91	91				
93	91	271	274	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	946								91	91				
93	91	272	275	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	947								91	91				
93	91	273	276	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	948								91	91				
94	92	274	277	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	949		articAccentAbove					73						
94	92	276	279	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	950													
94	92	275	278	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	951													
94	92	276	279	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	952		articAccentBelow											
94	92	274	277	0.0		0	0	Spanner	3/4	2	1	0																	
94	92	274	277	0.0		0	0	Spanner	3/4	2	1	0												92	92				
94	92	274	277	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	953								92	92				
94	92	275	278	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	954								92	92				
94	92	276	279	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	955								92	92				
95	93	277	280	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	956							74						
95	93	555/2	561/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	957							74						
95	93	278	281	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	958							74						
95	93	557/2	563/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	959							74						
95	93	279	282	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	960							74						
95	93	559/2	565/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	961							74						
95	93	278	281	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	962													
95	93	279	282	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	963		articAccentBelow											
95	93	277	280	0.0		0	0	Spanner	3/4	2	1	0																	
95	93	277	280	0.0		0	0	Spanner	3/4	2	1	0												93	93				
95	93	277	280	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	964								93	93				
95	93	278	281	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	965								93	93				
95	93	279	282	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	966								93	93				
96	94	280	283	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	967							74						
96	94	280	283	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	968							74						
96	94	280	283	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	969							74						
96	94	281	284	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	970							74						
96	94	563/2	569/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	971							74						
96	94	282	285	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	972							74						
96	94	565/2	571/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	973													
96	94	281	284	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	974													
96	94	282	285	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	975		articAccentBelow											
96	94	280	283	0.0		0	0	Spanner	3/4	2	1	0																	
96	94	280	283	0.0		0	0	Spanner	3/4	2	1	0												94	94				
96	94	280	283	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	976		articStaccatoBelow						94	94				
96	94	281	284	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	977								94	94				
96	94	282	285	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	978								94	94				
97	95	283	286	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	979							75						
97	95	567/2	573/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	980							75						
97	95	284	287	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	981							75						
