mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
40	40	239/2	239/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	303			
40	40	118	118	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	304			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	305			
40	40	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	306			
40	40	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	307			
41	41	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	308			
41	41	121	121	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	309			
41	41	243/2	243/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	310			
41	41	122	122	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	311			
41	41	245/2	245/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	312			
41	41	121	121	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	313			
41	41	122	122	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	314			
41	41	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	315			
41	41	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	316			
42	42	123	123	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	317			
42	42	247/2	247/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	318			
42	42	125	125	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	319			
42	42	124	124	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	320			
42	42	124	124	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	321			
42	42	125	125	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	322			
43	43	127	127	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	323			
43	43	128	128	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	324			
43	43	126	126	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	325			
43	43	255/2	255/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	326			
43	43	128	128	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	327			
44	44	130	130	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	328			articStaccatoBelow
44	44	131	131	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	329			articStaccatoAbove
44	44	129	129	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	330			
44	44	130	130	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	331			
44	44	261/2	261/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	332			
44	44	131	131	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	333			
45	45	133	133	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	334			
45	45	267/2	267/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	335			
45	45	134	134	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	336			
45	45	269/2	269/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	337			
45	45	133	133	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	338			
45	45	134	134	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	339			
45	45	132	132	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	340			articStaccatoBelow
45	45	133	133	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	341			
45	45	134	134	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	342			
46	46	135	135	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	343			
46	46	271/2	271/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	344			
46	46	136	136	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	345			
46	46	275/2	275/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	346			
46	46	135	135	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	347			
46	46	136	136	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	348			
46	46	137	137	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	349			
46	46	135	135	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	350			
46	46	136	136	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	351			
46	46	137	137	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	352			
47	47	138	138	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	353			
47	47	139	139	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	354			
47	47	279/2	279/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	355			
47	47	140	140	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	356			
47	47	281/2	281/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	357			
47	47	138	138	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	358			
47	47	139	139	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	359			
47	47	140	140	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	360			
47	47	138	138	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	361			
47	47	139	139	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	362			
47	47	140	140	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	363			
48	48	141	141	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	364			
48	48	283/2	283/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	365			
48	48	142	142	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	366			
48	48	287/2	287/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	367			
48	48	141	141	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	368			
48	48	142	142	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	369			
48	48	143	143	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	370			
48	48	141	141	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	371			
48	48	142	142	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	372			
48	48	143	143	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	373			
49	49	144	144	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	374			
49	49	145	145	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	375			
49	49	291/2	291/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	376			
49	49	146	146	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	377			
49	49	293/2	293/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	378			
49	49	144	144	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	379			
49	49	145	145	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	380			
49	49	146	146	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	381			
49	49	144	144	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	382			
49	49	145	145	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	383			
49	49	146	146	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	384			
50	50	147	147	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	385			
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	386			
50	50	147	147	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	387			
50	50	148	148	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	388			
50	50	149	149	0.0	1/2	1/2	Dynamic	3/4	1	2	0					f	
50	50	149	149	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	389			
50	50	148	148	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	390			
50	50	149	149	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	391			
51	51	151	151	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	392			
51	51	152	152	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	393			
51	51	150	150	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	394			
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	395			
51	51	152	152	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	396			
52	52	154	154	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	397			articStaccatoBelow
52	52	155	155	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	398			articStaccatoAbove
52	52	154	154	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	399			articStaccatoAbove
52	52	153	153	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	400			
52	52	154	154	0.75	1/4	1/4	Chord	3/4	2	2	3/16	1/8	3/2	401			articStaccatoBelow
52	52	619/4	619/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16	1/16	1	402			
52	52	155	155	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	403			
53	53	156	156	0.0	0	0	Dynamic	3/4	1	1	0					p	
53	53	156	156	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	404			
53	53	313/2	313/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	405			
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	406			
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	407			
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	408			
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	409			
53	53	156	156	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	410			
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	411			
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	412			
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	413			
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	414			
54	54	161	161	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	415			
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	416			
54	54	159	159	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	417			
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	418			
54	54	160	160	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	419			
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	420			
54	54	161	161	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	421			
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	422			
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	423			
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	424			
55	55	163	163	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	425			
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	426			
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	427			
55	55	162	162	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	428			
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	429			
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	430			
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	431			
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	432			
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	433			
56	56	165	165	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	434			
56	56	167	167	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	435			
56	56	165	165	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	436			
56	56	331/2	331/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	437			
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	438			
56	56	167	167	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	439			
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	440			
57	57	168	168	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	441			
57	57	337/2	337/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	442			
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	443			
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	444			
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	445			
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	446			
57	57	168	168	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	447			
57	57	170	170	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	448			
57	57	168	168	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	449			
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	450			
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	451			
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	452			
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	453			
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	454			
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	455			
58	58	171	171	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	456			
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	457			
58	58	172	172	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	458			
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	459			
58	58	173	173	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	460			
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	461			
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	462			
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	463			
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	464			
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	465			
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	466			
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	467			
59	59	174	174	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	468			
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	469			
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	470			
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	471			
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	472			
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	473			
60	60	177	177	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	474			
60	60	177	177	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	475			
60	60	179	179	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	476			
60	60	177	177	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	477			
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	478			
60	60	178	178	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	479			
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	480			
60	60	179	179	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	481			
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	482			
61	61	180	180	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	483			
61	61	361/2	361/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	484			
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	485			
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	486			
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	487			
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	488			
61	61	180	180	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	489			
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	490			
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	491			
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	492			
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	493			
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	494			
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	495			
62	62	183	183	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	496			
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	497			
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	498			
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	499			
62	62	185	185	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	500			
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	501			
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	502			
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	503			
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	504			
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	505			
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	506			
63	63	186	186	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	507			
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	508			
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	509			
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	510			
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	511			
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	512			
64	64	189	189	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	513			
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	514			
64	64	189	189	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	515			
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	516			
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	517			
64	64	191	191	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	518			
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	519			
65	65	192	192	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	520			
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	521			
65	65	193	193	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	522			
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	523			
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	524			
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	525			
65	65	192	192	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	526			
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	527			
65	65	192	192	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	528			
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	529			
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	530			
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	531			
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	532			
66	66	197	197	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	533			
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	534			
66	66	195	195	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	535			
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	536			
66	66	196	196	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	537			
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	538			
66	66	197	197	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	539			
66	66	395/2	395/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	540			
67	67	198	198	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	541			
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	542			
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	543			
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	544			
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	545			
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	546			
67	67	198	198	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	547			
67	67	397/2	397/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	548			
67	67	199	199	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	549			
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	550			
67	67	200	200	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	551			
67	67	401/2	401/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	552			
68	68	201	201	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	553			
68	68	201	201	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	554			
68	68	403/2	403/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	555			
68	68	202	202	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	556			
68	68	405/2	405/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	557			
68	68	203	203	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	558			
68	68	407/2	407/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	559			
69	69	204	204	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	560			
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	561			
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	562			
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	563			
69	69	204	204	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	564			
69	69	204	204	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	565			
70	70	207	207	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	566			
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	567			
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	568			
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	569			
70	70	207	207	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	570			articStaccatoBelow
70	70	207	207	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	571			
71	71	210	210	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	572			
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	573			
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	574			
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	575			
71	71	210	210	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	576			
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	577			
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	578			
71	71	210	210	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	579			
72	72	213	213	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	580			
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	581			
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	582			
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	583			
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	584			
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	585			
73	73	216	216	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	586			
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	587			
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	588			
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	589			
73	73	216	216	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	590			
73	73	216	216	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	591			
74	74	219	219	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	592			
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	593			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	594			
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	595			
74	74	219	219	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	596			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	597			
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	598			
74	74	219	219	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	599			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	600			
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	601			
75	75	222	222	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	602			
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	603			
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	604			
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	605			
