mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
35	34	100	100	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	302			
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	303			
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	304			
35	34	100	100	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	305			
35	34	100	100	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	306			
35	34	403/4	403/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	307			
35	34	101	101	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	308			
35	34	102	102	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	309			
36	35	103	103	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	310			
36	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	311			
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	312			
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	313			
36	35	103	103	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	314			
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	315			
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	316			
36	35	103	103	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	317			
36	35	103	103	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	318			
36	35	415/4	415/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	319			
36	35	104	104	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	320			
36	35	105	105	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	321			
37	36	106	106	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	322			
37	36	213/2	213/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	323			
37	36	107	107	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	324			
37	36	215/2	215/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	325			
37	36	108	108	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	326			
37	36	217/2	217/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	327			
38	37	109	109	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	328			
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	329			
38	37	110	110	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	330			
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	331			
38	37	111	111	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	332			
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	333			
38	37	109	109	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	334			
38	37	219/2	219/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	335			
38	37	110	110	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	336			
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	337			
38	37	111	111	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	338			
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	339			
39	38	451/4	451/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0					f	
39	38	451/4	451/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	340			
39	38	113	113	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	341			
39	38	112	112	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	342			
39	38	451/4	451/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	343			
39	38	113	113	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	344			
39	38	112	112	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	345			
39	38	451/4	451/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	346			
39	38	113	113	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	347			
40	39	115	115	0.0	0	0	Dynamic	3/4	1	1	0					p	
40	39	115	115	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	348			
40	39	463/4	463/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	349			
40	39	116	116	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	350			
40	39	115	115	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	351			
40	39	463/4	463/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	352			
40	39	116	116	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	353			
40	39	115	115	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	354			
41	40	118	118	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	355			
41	40	475/4	475/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	356			
41	40	119	119	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	357			
41	40	118	118	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	358			
41	40	475/4	475/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	359			
41	40	119	119	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	360			
41	40	118	118	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	361			
42	41	121	121	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	362			
42	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	363			
42	41	122	122	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	364			
42	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	365			
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	366			
42	41	121	121	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	367			
42	41	121	121	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	368			
42	41	243/2	243/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	369			
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	370			
42	41	123	123	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	371			
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	372			
42	41	121	121	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	373			
43	42	124	124	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	374			
43	42	499/4	499/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	375			
43	42	125	125	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	376			
43	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	377			
43	42	124	124	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	378			
43	42	124	124	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	379			
43	42	499/4	499/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	380			
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	381			
43	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	382			
43	42	124	124	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	383			
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	384			
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	385			
44	43	128	128	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	386			
44	43	129	129	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	387			
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	388			
44	43	127	127	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	389			
44	43	127	127	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	390			
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	391			
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	392			
44	43	129	129	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	393			
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	394			
44	43	127	127	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	395			
45	44	130	130	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	396			
45	44	523/4	523/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	397			
45	44	131	131	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	398			
45	44	132	132	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	399			
45	44	130	130	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	400	>		
45	44	130	130	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	401			
45	44	523/4	523/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	402			
45	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	403			
45	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	404			
45	44	130	130	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	405			
46	45	133	133	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	406			
46	45	535/4	535/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	407			
46	45	134	134	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	408			
46	45	135	135	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	409			
46	45	133	133	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	410			
46	45	133	133	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	411			
46	45	535/4	535/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	412			
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	413			
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	414			
46	45	133	133	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	415			
47	46	136	136	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	416			
47	46	547/4	547/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	417			
47	46	137	137	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	418			
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	419			
47	46	136	136	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	420			
47	46	136	136	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	421			
47	46	547/4	547/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	422			
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	423			
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	424			
47	46	136	136	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	425			
48	47	139	139	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	426	>		
48	47	139	139	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	427			
49	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	428	<		
49	48	571/4	571/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	429			
49	48	143	143	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	430			
49	48	144	144	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	431			
50	49	145	145	0.0	0	0	Dynamic	3/4	1	1	0					f	
50	49	145	145	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	432			articAccentBelow
50	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	433			
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	434			
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	435			
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	436			
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	437			
51	50	148	148	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	438			
51	50	595/4	595/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	439			
51	50	149	149	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	440			
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	441			
51	50	148	148	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	442			
51	50	148	148	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	443			
51	50	595/4	595/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	444			
51	50	149	149	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	445			
51	50	301/2	301/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	446			
52	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	447			
52	51	607/4	607/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	448			
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	449			
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	450			
52	51	152	152	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	451			
52	51	153	153	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	452			
52	51	151	151	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	453			
52	51	607/4	607/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	454			
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	455			
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	456			
53	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	457			
53	52	619/4	619/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	458			
53	52	155	155	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	459			
53	52	156	156	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	460			
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	461			
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	462			
53	52	154	154	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	463			
53	52	619/4	619/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	464			
53	52	155	155	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	465			
54	53	157	157	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	466			articAccentAbove
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	467			
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	468			
54	53	159	159	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	469			
54	53	158	158	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	470			
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	471			
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	472			
55	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	473			
55	54	643/4	643/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	474			
55	54	161	161	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	475			
55	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	476			
55	54	160	160	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	477			
55	54	643/4	643/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	478			
55	54	161	161	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	479			
55	54	325/2	325/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	480			
56	55	163	163	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	481			
56	55	655/4	655/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	482			
56	55	164	164	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	483			
56	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	484			
56	55	163	163	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	485			
56	55	655/4	655/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	486			
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	487			
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	488			
57	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	489			
57	56	667/4	667/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	490			
57	56	167	167	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	491			
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	492			
57	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	493			
57	56	168	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	494			articAccentAbove
57	56	166	166	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	495			
57	56	667/4	667/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	496			
57	56	167	167	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	497			
58	57	169	169	0.0	0	0	Dynamic	3/4	1	1	0					p	
58	57	169	169	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	498			
58	57	170	170	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	499			
58	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	500			
58	57	171	171	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	501			
58	57	343/2	343/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	502			
58	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	503			
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	504			
59	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	505			
59	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	506			
59	58	173	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	507			
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	508			
59	58	174	174	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	509			
59	58	173	173	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	510			
60	59	175	175	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	511			
60	59	351/2	351/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	512			
60	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	513			
60	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	514			
60	59	175	175	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	515			
60	59	351/2	351/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	516			
60	59	175	175	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	517			
61	60	178	178	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	518			
61	60	535/3	535/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	519			
61	60	536/3	536/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	520			
61	60	179	179	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	521			
61	60	361/2	361/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	522			
61	60	178	178	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	523	>		
61	60	179	179	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	524			
61	60	178	178	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	525			
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	526			
62	61	181	181	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	527			
62	61	363/2	363/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	528			
62	61	182	182	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	529			
62	61	365/2	365/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	530			
62	61	183	183	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	531			
62	61	367/2	367/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	532			
62	61	181	181	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	533			
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	534			articStaccatoBelow
63	62	184	184	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	535			
63	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	536			
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	537			
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	538			
63	62	186	186	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	539			
63	62	185	185	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	540			
64	63	187	187	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	541			
64	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	542			
64	63	188	188	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	543			
64	63	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	544			
64	63	187	187	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	545			
64	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	546			
64	63	187	187	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	547			
65	64	190	190	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	548			
65	64	571/3	571/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	549			
65	64	572/3	572/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	550			
65	64	191	191	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	551			
65	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	552			
65	64	190	190	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	553	>		
65	64	191	191	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	554			
65	64	190	190	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	555			
65	64	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	556			
66	65	193	193	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	557			
66	65	775/4	775/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	558			
66	65	194	194	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	559			
66	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	560			
66	65	195	195	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	561			
66	65	391/2	391/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	562			
66	65	193	193	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	563			
66	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	564			articStaccatoBelow
67	66	196	196	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	565			
67	66	393/2	393/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	566			
67	66	197	197	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	567			
67	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	568			
67	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	569			
68	67	199	199	0.0	0	0	Dynamic	3/4	1	1	0					f	
68	67	199	199	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	570			
68	67	799/4	799/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	571			
68	67	200	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	572			
68	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	573			
68	67	201	201	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	574			
68	67	403/2	403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	575			
68	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	576			
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	577			
69	68	202	202	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	578			
69	68	405/2	405/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	579			
69	68	203	203	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	580			
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	581			
69	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	582			
70	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	583			
70	69	411/2	411/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	584			
70	69	206	206	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	585			
70	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	586			
70	69	205	205	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	587			
70	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	588			
70	69	205	205	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	589			
70	69	206	206	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	590			
71	70	208	208	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	591			
71	70	417/2	417/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	592			
71	70	209	209	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	593			
71	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	594			
71	70	210	210	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	595			
71	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	596			
71	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	597			
71	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	598			
72	71	211	211	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	599			
72	71	423/2	423/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	600			
72	71	212	212	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	601			
72	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	602			
